Mapping project name,AI4ESCO
Mapping project author,CRISP
Mapping project version,merged
Mapping project version date,2021-04-23
Classification 1 Name,Italian ESCO
Classification 1 Concept type,occupation
Classification 1 Version,1.0.8
Classification 1 Language,it
Classification 1 Landing page,https://ec.europa.eu/esco/portal/occupation
Classification 2 Name,classificazione delle professioni CP2011
Classification 2 Concept type,occupation
Classification 2 Version,2011
Classification 2 Language,it
Classification 2 Landing page,http://professioni.istat.it/cp2011/
,,,,,,,
,,,,,,,
Classification 1 URI,Classification 1 PrefLabel,Classification 1 URL,Classification 2 ID,Classification 2 PrefLabel,Classification 2 URL,Mapping relation,Editorial note
http://data.europa.eu/esco/occupation/190ec9a5-938c-45a5-bd9c-c12b1af33353,ambasciatore/ambasciatrice,http://data.europa.eu/esco/occupation/190ec9a5-938c-45a5-bd9c-c12b1af33353,1.1.2.1.0,"Ambasciatori, ministri plenipotenziari ed alti dirigenti della carriera diplomatica",http://professioni.istat.it/cp2011/scheda.php?id=1.1.2.1.0,skos:closeMatch,
http://data.europa.eu/esco/occupation/a2494c65-11a8-4853-9371-c89333c33be1,consigliere di ambasciata/consigliera di ambasciata,http://data.europa.eu/esco/occupation/a2494c65-11a8-4853-9371-c89333c33be1,1.1.2.1.0,"Ambasciatori, ministri plenipotenziari ed alti dirigenti della carriera diplomatica",http://professioni.istat.it/cp2011/scheda.php?id=1.1.2.1.0,skos:broadMatch,
http://data.europa.eu/esco/occupation/5bca96fd-4203-400b-be58-9e9b50bc98da,deputato/deputata,http://data.europa.eu/esco/occupation/5bca96fd-4203-400b-be58-9e9b50bc98da,1.1.2.2.1,"Commissari di governo, prefetti e vice prefetti",http://professioni.istat.it/cp2011/scheda.php?id=1.1.2.2.1,skos:narrowMatch,
http://data.europa.eu/esco/occupation/f2413988-f76a-4636-a4b1-9952517aa21f,comandante dei vigili del fuoco,http://data.europa.eu/esco/occupation/f2413988-f76a-4636-a4b1-9952517aa21f,1.1.2.2.2,"Capi e vice capi della polizia di Stato, questori ed alti responsabili della sicurezza pubblica",http://professioni.istat.it/cp2011/scheda.php?id=1.1.2.2.2,skos:broadMatch,
http://data.europa.eu/esco/occupation/2ae275fe-4f11-4a38-9e95-d466d74b42a3,capo della polizia/capa della polizia,http://data.europa.eu/esco/occupation/2ae275fe-4f11-4a38-9e95-d466d74b42a3,1.1.2.2.2,"Capi e vice capi della polizia di Stato, questori ed alti responsabili della sicurezza pubblica",http://professioni.istat.it/cp2011/scheda.php?id=1.1.2.2.2,skos:broadMatch,
http://data.europa.eu/esco/occupation/a05d0a6d-7b60-445a-8dcb-282c7d5a6852,capo dipartimento dei vigili del fuoco,http://data.europa.eu/esco/occupation/a05d0a6d-7b60-445a-8dcb-282c7d5a6852,1.1.2.2.2,"Capi e vice capi della polizia di Stato, questori ed alti responsabili della sicurezza pubblica",http://professioni.istat.it/cp2011/scheda.php?id=1.1.2.2.2,skos:broadMatch,
http://data.europa.eu/esco/occupation/5c5b153e-4bf8-4f3d-973d-12fabf306d12,segretario generale/segretaria generale,http://data.europa.eu/esco/occupation/5c5b153e-4bf8-4f3d-973d-12fabf306d12,1.1.2.2.3,Segretari generali e responsabili del controllo e della gestione nella amministrazione pubblica,http://professioni.istat.it/cp2011/scheda.php?id=1.1.2.2.3,skos:narrowMatch,
http://data.europa.eu/esco/occupation/e1587bbb-2d4e-4726-839a-7f4895c440e7,dirigente scolastico/dirigente scolastica,http://data.europa.eu/esco/occupation/e1587bbb-2d4e-4726-839a-7f4895c440e7,1.1.2.3.1,Direttori degli uffici scolastici territoriali ed equiparati,http://professioni.istat.it/cp2011/scheda.php?id=1.1.2.3.1,skos:broadMatch,
http://data.europa.eu/esco/occupation/7556c748-15b4-4e44-97d9-00d885d4cd7d,conservatore di beni culturali/conservatrice di beni culturali,http://data.europa.eu/esco/occupation/7556c748-15b4-4e44-97d9-00d885d4cd7d,1.1.2.3.2,Sovrintendenti al patrimonio culturale nazionale,http://professioni.istat.it/cp2011/scheda.php?id=1.1.2.3.2,skos:broadMatch,
http://data.europa.eu/esco/occupation/9e4269d5-e10e-4f49-ac99-65c833f933a2,governatore della banca centrale/governatrice della banca centrale,http://data.europa.eu/esco/occupation/9e4269d5-e10e-4f49-ac99-65c833f933a2,1.1.2.4.1,"Direttori generali, dipartimentali ed equiparati delle amministrazioni dello Stato, degli enti pubblici non economici e degli enti locali",http://professioni.istat.it/cp2011/scheda.php?id=1.1.2.4.1,skos:broadMatch,
http://data.europa.eu/esco/occupation/0752ed49-03e7-4d75-8314-a051b3771a1d,dirigente della pubblica amministrazione,http://data.europa.eu/esco/occupation/0752ed49-03e7-4d75-8314-a051b3771a1d,1.1.2.4.1,"Direttori generali, dipartimentali ed equiparati delle amministrazioni dello Stato, degli enti pubblici non economici e degli enti locali",http://professioni.istat.it/cp2011/scheda.php?id=1.1.2.4.1,skos:closeMatch,
http://data.europa.eu/esco/occupation/c02ee787-c30b-4f0d-9d7f-6eb36fc44a5d,responsabile della ricerca,http://data.europa.eu/esco/occupation/c02ee787-c30b-4f0d-9d7f-6eb36fc44a5d,1.1.2.4.2,"Rettori di università, direttori di istituzioni dell’Alta Formazione e di enti di ricerca",http://professioni.istat.it/cp2011/scheda.php?id=1.1.2.4.2,skos:broadMatch,
http://data.europa.eu/esco/occupation/01649ae9-22ee-4dba-83a8-3a2c51fbbe95,direttore di istituto di istruzione terziaria/direttrice di istituto di istruzione terziaria,http://data.europa.eu/esco/occupation/01649ae9-22ee-4dba-83a8-3a2c51fbbe95,1.1.2.4.2,"Rettori di università, direttori di istituzioni dell’Alta Formazione e di enti di ricerca",http://professioni.istat.it/cp2011/scheda.php?id=1.1.2.4.2,skos:broadMatch,
http://data.europa.eu/esco/occupation/4a29eab1-5f02-4723-a863-e2d5a0614dfa,responsabile di struttura sanitaria,http://data.europa.eu/esco/occupation/4a29eab1-5f02-4723-a863-e2d5a0614dfa,1.1.2.4.3,Direttori generali ed equiparati nella sanità,http://professioni.istat.it/cp2011/scheda.php?id=1.1.2.4.3,skos:closeMatch,
http://data.europa.eu/esco/occupation/f4de7e28-ca67-46cd-b760-30e02b3aa83b,responsabile di laboratorio di analisi mediche/direttrice di laboratorio di analisi mediche,http://data.europa.eu/esco/occupation/f4de7e28-ca67-46cd-b760-30e02b3aa83b,1.1.2.4.3,Direttori generali ed equiparati nella sanità,http://professioni.istat.it/cp2011/scheda.php?id=1.1.2.4.3,skos:broadMatch,
http://data.europa.eu/esco/occupation/983c2816-a339-4817-97f4-151a9ff3e64d,responsabile del servizio cartelle cliniche,http://data.europa.eu/esco/occupation/983c2816-a339-4817-97f4-151a9ff3e64d,1.1.2.4.3,Direttori generali ed equiparati nella sanità,http://professioni.istat.it/cp2011/scheda.php?id=1.1.2.4.3,skos:broadMatch,
http://data.europa.eu/esco/occupation/8c8b5cba-14b2-4728-b22c-eb90f1786e00,direttore sanitario in strutture private/direttrice sanitaria in strutture private,http://data.europa.eu/esco/occupation/8c8b5cba-14b2-4728-b22c-eb90f1786e00,1.1.2.4.3,Direttori generali ed equiparati nella sanità,http://professioni.istat.it/cp2011/scheda.php?id=1.1.2.4.3,skos:closeMatch,
http://data.europa.eu/esco/occupation/c269387f-a652-4880-860a-e91ef105bfb7,direttore di scuola dell’infanzia/direttrice di scuola dell’infanzia,http://data.europa.eu/esco/occupation/c269387f-a652-4880-860a-e91ef105bfb7,1.1.2.5.0,Dirigenti scolastici ed equiparati,http://professioni.istat.it/cp2011/scheda.php?id=1.1.2.5.0,skos:broadMatch,
http://data.europa.eu/esco/occupation/e1587bbb-2d4e-4726-839a-7f4895c440e7,dirigente scolastico/dirigente scolastica,http://data.europa.eu/esco/occupation/e1587bbb-2d4e-4726-839a-7f4895c440e7,1.1.2.5.0,Dirigenti scolastici ed equiparati,http://professioni.istat.it/cp2011/scheda.php?id=1.1.2.5.0,skos:closeMatch,
http://data.europa.eu/esco/occupation/2b7d34db-11b6-4c10-b227-3917752e28ac,vicepreside,http://data.europa.eu/esco/occupation/2b7d34db-11b6-4c10-b227-3917752e28ac,1.1.2.5.0,Dirigenti scolastici ed equiparati,http://professioni.istat.it/cp2011/scheda.php?id=1.1.2.5.0,skos:broadMatch,
http://data.europa.eu/esco/occupation/c9d89e09-d57f-4980-9164-880e60711e97,direttore didattico di scuola elementare/direttrice didattica di scuola elementare,http://data.europa.eu/esco/occupation/c9d89e09-d57f-4980-9164-880e60711e97,1.1.2.5.0,Dirigenti scolastici ed equiparati,http://professioni.istat.it/cp2011/scheda.php?id=1.1.2.5.0,skos:broadMatch,
http://data.europa.eu/esco/occupation/53db8c0d-7aed-47aa-a339-eb9d485d25dc,preside di scuola secondaria,http://data.europa.eu/esco/occupation/53db8c0d-7aed-47aa-a339-eb9d485d25dc,1.1.2.5.0,Dirigenti scolastici ed equiparati,http://professioni.istat.it/cp2011/scheda.php?id=1.1.2.5.0,skos:broadMatch,
http://data.europa.eu/esco/occupation/13e30c08-8834-4e4f-b6f9-89fffed4e310,direttore di scuola speciale/direttrice di scuola speciale,http://data.europa.eu/esco/occupation/13e30c08-8834-4e4f-b6f9-89fffed4e310,1.1.2.5.0,Dirigenti scolastici ed equiparati,http://professioni.istat.it/cp2011/scheda.php?id=1.1.2.5.0,skos:broadMatch,
http://data.europa.eu/esco/occupation/0752ed49-03e7-4d75-8314-a051b3771a1d,dirigente della pubblica amministrazione,http://data.europa.eu/esco/occupation/0752ed49-03e7-4d75-8314-a051b3771a1d,1.1.2.6.1,"Dirigenti ed equiparati delle amministrazioni dello Stato, degli enti pubblici non economici e degli enti locali",http://professioni.istat.it/cp2011/scheda.php?id=1.1.2.6.1,skos:broadMatch,
http://data.europa.eu/esco/occupation/6db9eeae-aef5-4f56-913d-4650e4c720c6,direttore di penitenziario/direttrice di penitenziario,http://data.europa.eu/esco/occupation/6db9eeae-aef5-4f56-913d-4650e4c720c6,1.1.2.6.1,"Dirigenti ed equiparati delle amministrazioni dello Stato, degli enti pubblici non economici e degli enti locali",http://professioni.istat.it/cp2011/scheda.php?id=1.1.2.6.1,skos:broadMatch,
http://data.europa.eu/esco/occupation/c02ee787-c30b-4f0d-9d7f-6eb36fc44a5d,responsabile della ricerca,http://data.europa.eu/esco/occupation/c02ee787-c30b-4f0d-9d7f-6eb36fc44a5d,1.1.2.6.2,Dirigenti ed equiparati delle università e degli enti di ricerca,http://professioni.istat.it/cp2011/scheda.php?id=1.1.2.6.2,skos:broadMatch,
http://data.europa.eu/esco/occupation/e4ad2547-9188-4fbd-897a-c91b3c097779,preside di facoltà,http://data.europa.eu/esco/occupation/e4ad2547-9188-4fbd-897a-c91b3c097779,1.1.2.6.2,Dirigenti ed equiparati delle università e degli enti di ricerca,http://professioni.istat.it/cp2011/scheda.php?id=1.1.2.6.2,skos:broadMatch,
http://data.europa.eu/esco/occupation/34852729-a2f6-4063-aa90-18b3d16754f7,direttore di corso di laurea/direttrice di corso di laurea,http://data.europa.eu/esco/occupation/34852729-a2f6-4063-aa90-18b3d16754f7,1.1.2.6.2,Dirigenti ed equiparati delle università e degli enti di ricerca,http://professioni.istat.it/cp2011/scheda.php?id=1.1.2.6.2,skos:broadMatch,
http://data.europa.eu/esco/occupation/4a29eab1-5f02-4723-a863-e2d5a0614dfa,responsabile di struttura sanitaria,http://data.europa.eu/esco/occupation/4a29eab1-5f02-4723-a863-e2d5a0614dfa,1.1.2.6.3,Dirigenti ed equiparati nella sanità,http://professioni.istat.it/cp2011/scheda.php?id=1.1.2.6.3,skos:closeMatch,
http://data.europa.eu/esco/occupation/07bd65d7-c13f-443a-bdf6-88903f3822be,magistrato/magistrata,http://data.europa.eu/esco/occupation/07bd65d7-c13f-443a-bdf6-88903f3822be,1.1.3.1.0,Dirigenti della magistratura ordinaria,http://professioni.istat.it/cp2011/scheda.php?id=1.1.3.1.0,skos:broadMatch,
http://data.europa.eu/esco/occupation/07bd65d7-c13f-443a-bdf6-88903f3822be,magistrato/magistrata,http://data.europa.eu/esco/occupation/07bd65d7-c13f-443a-bdf6-88903f3822be,1.1.3.2.0,Dirigenti della magistratura amministrativa e delle giurisdizioni speciali,http://professioni.istat.it/cp2011/scheda.php?id=1.1.3.2.0,skos:broadMatch,
http://data.europa.eu/esco/occupation/e9cf8b24-6b8b-47cc-9dd3-b601aa135960,dirigente di organizzazioni di interesse pubblico,http://data.europa.eu/esco/occupation/e9cf8b24-6b8b-47cc-9dd3-b601aa135960,1.1.4,Dirigenti di organizzazioni di interesse nazionale e sovranazionale,http://professioni.istat.it/cp2011/index.php?codice_1=1&codice_2=1.1&codice_3=1.1.4,skos:broadMatch,
http://data.europa.eu/esco/occupation/f6811475-94d4-4d13-8d5f-f173978ae7ec,responsabile comunicazione di un partito politico,http://data.europa.eu/esco/occupation/f6811475-94d4-4d13-8d5f-f173978ae7ec,1.1.4.1.1,Dirigenti di partiti e movimenti politici,http://professioni.istat.it/cp2011/scheda.php?id=1.1.4.1.1,skos:broadMatch,
http://data.europa.eu/esco/occupation/e9cf8b24-6b8b-47cc-9dd3-b601aa135960,dirigente di organizzazioni di interesse pubblico,http://data.europa.eu/esco/occupation/e9cf8b24-6b8b-47cc-9dd3-b601aa135960,1.1.4.1.2,Dirigenti di sindacati e altre organizzazioni a tutela di interessi economici e sociali,http://professioni.istat.it/cp2011/scheda.php?id=1.1.4.1.2,skos:narrowMatch,
http://data.europa.eu/esco/occupation/5c5b153e-4bf8-4f3d-973d-12fabf306d12,segretario generale/segretaria generale,http://data.europa.eu/esco/occupation/5c5b153e-4bf8-4f3d-973d-12fabf306d12,1.1.4.2,"Dirigenti di associazioni umanitarie, culturali, scientifiche e sportive di interesse nazionale o sovranazionale",http://professioni.istat.it/cp2011/index.php?codice_4=1.1.4.2&codice_3=1.1.4&codice_2=1.1&codice_1=1,skos:broadMatch,
http://data.europa.eu/esco/occupation/e9cf8b24-6b8b-47cc-9dd3-b601aa135960,dirigente di organizzazioni di interesse pubblico,http://data.europa.eu/esco/occupation/e9cf8b24-6b8b-47cc-9dd3-b601aa135960,1.1.4.2.0,"Dirigenti di associazioni umanitarie, culturali, scientifiche e sportive di interesse nazionale o sovranazionale",http://professioni.istat.it/cp2011/scheda.php?id=1.1.4.2.0,skos:broadMatch,
http://data.europa.eu/esco/occupation/6066ed14-ace3-4352-b656-2b621fd7bc88,direttore di istituzioni culturali/direttrice di istituzioni culturali,http://data.europa.eu/esco/occupation/6066ed14-ace3-4352-b656-2b621fd7bc88,1.1.4.2.0,"Dirigenti di associazioni umanitarie, culturali, scientifiche e sportive di interesse nazionale o sovranazionale",http://professioni.istat.it/cp2011/scheda.php?id=1.1.4.2.0,skos:broadMatch,
http://data.europa.eu/esco/occupation/6c3fd65e-2d24-47d8-bc22-9e93512bdcc2,amministratore delegato/amministratrice delegata,http://data.europa.eu/esco/occupation/6c3fd65e-2d24-47d8-bc22-9e93512bdcc2,1.2.1,Imprenditori e amministratori di grandi aziende,http://professioni.istat.it/cp2011/index.php?codice_3=1.2.1&codice_2=1.2&codice_1=1,skos:narrowMatch,
http://data.europa.eu/esco/occupation/6c3fd65e-2d24-47d8-bc22-9e93512bdcc2,amministratore delegato/amministratrice delegata,http://data.europa.eu/esco/occupation/6c3fd65e-2d24-47d8-bc22-9e93512bdcc2,1.2.1.1.0,"Imprenditori e amministratori di grandi aziende che operano nell'agricoltura, nell'allevamento, nella silvicoltura, nella caccia e nella pesca",http://professioni.istat.it/cp2011/scheda.php?id=1.2.1.1.0,skos:narrowMatch,
http://data.europa.eu/esco/occupation/6c3fd65e-2d24-47d8-bc22-9e93512bdcc2,amministratore delegato/amministratrice delegata,http://data.europa.eu/esco/occupation/6c3fd65e-2d24-47d8-bc22-9e93512bdcc2,1.2.1.2.0,"Imprenditori e amministratori di grandi aziende che operano nell'estrazione dei minerali, nella manifattura, nella produzione e distribuzione di energia elettrica, gas e acqua e nella gestione dei rifiuti",http://professioni.istat.it/cp2011/scheda.php?id=1.2.1.2.0,skos:narrowMatch,
http://data.europa.eu/esco/occupation/6c3fd65e-2d24-47d8-bc22-9e93512bdcc2,amministratore delegato/amministratrice delegata,http://data.europa.eu/esco/occupation/6c3fd65e-2d24-47d8-bc22-9e93512bdcc2,1.2.1.3.0,Imprenditori e amministratori di grandi aziende di costruzioni,http://professioni.istat.it/cp2011/scheda.php?id=1.2.1.3.0,skos:narrowMatch,
http://data.europa.eu/esco/occupation/6c3fd65e-2d24-47d8-bc22-9e93512bdcc2,amministratore delegato/amministratrice delegata,http://data.europa.eu/esco/occupation/6c3fd65e-2d24-47d8-bc22-9e93512bdcc2,1.2.1.4.0,Imprenditori e amministratori di grandi aziende nel commercio,http://professioni.istat.it/cp2011/scheda.php?id=1.2.1.4.0,skos:narrowMatch,
http://data.europa.eu/esco/occupation/6c3fd65e-2d24-47d8-bc22-9e93512bdcc2,amministratore delegato/amministratrice delegata,http://data.europa.eu/esco/occupation/6c3fd65e-2d24-47d8-bc22-9e93512bdcc2,1.2.1.5.0,Imprenditori e amministratori di grandi aziende nei servizi di alloggio e ristorazione,http://professioni.istat.it/cp2011/scheda.php?id=1.2.1.5.0,skos:narrowMatch,
http://data.europa.eu/esco/occupation/6c3fd65e-2d24-47d8-bc22-9e93512bdcc2,amministratore delegato/amministratrice delegata,http://data.europa.eu/esco/occupation/6c3fd65e-2d24-47d8-bc22-9e93512bdcc2,1.2.1.6.1,Imprenditori e amministratori di grandi aziende nel settore dei trasporti e magazzinaggio,http://professioni.istat.it/cp2011/scheda.php?id=1.2.1.6.1,skos:narrowMatch,
http://data.europa.eu/esco/occupation/6c3fd65e-2d24-47d8-bc22-9e93512bdcc2,amministratore delegato/amministratrice delegata,http://data.europa.eu/esco/occupation/6c3fd65e-2d24-47d8-bc22-9e93512bdcc2,1.2.1.6.2,"Imprenditori e amministratori di grandi aziende nei servizi editoriali, di produzione cinematografica, radiofonica e televisiva",http://professioni.istat.it/cp2011/scheda.php?id=1.2.1.6.2,skos:narrowMatch,
http://data.europa.eu/esco/occupation/6c3fd65e-2d24-47d8-bc22-9e93512bdcc2,amministratore delegato/amministratrice delegata,http://data.europa.eu/esco/occupation/6c3fd65e-2d24-47d8-bc22-9e93512bdcc2,1.2.1.6.3,Imprenditori e amministratori di grandi aziende nei servizi informatici e di telecomunicazione,http://professioni.istat.it/cp2011/scheda.php?id=1.2.1.6.3,skos:narrowMatch,
http://data.europa.eu/esco/occupation/6c3fd65e-2d24-47d8-bc22-9e93512bdcc2,amministratore delegato/amministratrice delegata,http://data.europa.eu/esco/occupation/6c3fd65e-2d24-47d8-bc22-9e93512bdcc2,1.2.1.7.0,"Imprenditori e amministratori di grandi banche, assicurazioni, agenzie immobiliari, di intermediazione finanziaria",http://professioni.istat.it/cp2011/scheda.php?id=1.2.1.7.0,skos:narrowMatch,
http://data.europa.eu/esco/occupation/6c3fd65e-2d24-47d8-bc22-9e93512bdcc2,amministratore delegato/amministratrice delegata,http://data.europa.eu/esco/occupation/6c3fd65e-2d24-47d8-bc22-9e93512bdcc2,1.2.1.8.0,Imprenditori e amministratori di grandi aziende nei servizi alle imprese e alle persone,http://professioni.istat.it/cp2011/scheda.php?id=1.2.1.8.0,skos:narrowMatch,
http://data.europa.eu/esco/occupation/6c3fd65e-2d24-47d8-bc22-9e93512bdcc2,amministratore delegato/amministratrice delegata,http://data.europa.eu/esco/occupation/6c3fd65e-2d24-47d8-bc22-9e93512bdcc2,1.2.1.9.1,"Imprenditori e amministratori di grandi istituti scolastici, universitari e di ricerca privati",http://professioni.istat.it/cp2011/scheda.php?id=1.2.1.9.1,skos:narrowMatch,
http://data.europa.eu/esco/occupation/6c3fd65e-2d24-47d8-bc22-9e93512bdcc2,amministratore delegato/amministratrice delegata,http://data.europa.eu/esco/occupation/6c3fd65e-2d24-47d8-bc22-9e93512bdcc2,1.2.1.9.2,"Imprenditori e amministratori di grandi ospedali, cliniche private o grandi aziende di assistenza sociale",http://professioni.istat.it/cp2011/scheda.php?id=1.2.1.9.2,skos:narrowMatch,
http://data.europa.eu/esco/occupation/6c3fd65e-2d24-47d8-bc22-9e93512bdcc2,amministratore delegato/amministratrice delegata,http://data.europa.eu/esco/occupation/6c3fd65e-2d24-47d8-bc22-9e93512bdcc2,1.2.1.9.3,"Imprenditori e amministratori di grandi aziende nel settore delle attività sportive, ricreative, di intrattenimento e di divertimento",http://professioni.istat.it/cp2011/scheda.php?id=1.2.1.9.3,skos:narrowMatch,
http://data.europa.eu/esco/occupation/544cd9cf-e2ee-4ac0-8a02-7147af6b97d7,direttore aziendale/direttrice aziendale,http://data.europa.eu/esco/occupation/544cd9cf-e2ee-4ac0-8a02-7147af6b97d7,1.2.2,Direttori e dirigenti generali di aziende,http://professioni.istat.it/cp2011/index.php?codice_3=1.2.2&codice_2=1.2&codice_1=1,skos:broadMatch,
http://data.europa.eu/esco/occupation/0917ab6b-18a8-4cfd-8e7a-843b88cf9457,direttore di succursale/direttrice di succursale,http://data.europa.eu/esco/occupation/0917ab6b-18a8-4cfd-8e7a-843b88cf9457,1.2.2,Direttori e dirigenti generali di aziende,http://professioni.istat.it/cp2011/index.php?codice_3=1.2.2&codice_2=1.2&codice_1=1,skos:broadMatch,
http://data.europa.eu/esco/occupation/c64a6e4e-5b38-4f93-b26d-aded817aeaf3,direttore operativo/direttrice operativa,http://data.europa.eu/esco/occupation/c64a6e4e-5b38-4f93-b26d-aded817aeaf3,1.2.2,Direttori e dirigenti generali di aziende,http://professioni.istat.it/cp2011/index.php?codice_3=1.2.2&codice_2=1.2&codice_1=1,skos:broadMatch,
http://data.europa.eu/esco/occupation/544cd9cf-e2ee-4ac0-8a02-7147af6b97d7,direttore aziendale/direttrice aziendale,http://data.europa.eu/esco/occupation/544cd9cf-e2ee-4ac0-8a02-7147af6b97d7,1.2.2.1.0,"Direttori e dirigenti generali di aziende che operano nell'agricoltura, nell'allevamento, nella silvicoltura, nella caccia e nella pesca",http://professioni.istat.it/cp2011/scheda.php?id=1.2.2.1.0,skos:narrowMatch,
http://data.europa.eu/esco/occupation/4fe4b1f1-e84d-4056-b062-83d5a64fc571,responsabile della raccolta in acquacoltura,http://data.europa.eu/esco/occupation/4fe4b1f1-e84d-4056-b062-83d5a64fc571,1.2.2.1.0,"Direttori e dirigenti generali di aziende che operano nell'agricoltura, nell'allevamento, nella silvicoltura, nella caccia e nella pesca",http://professioni.istat.it/cp2011/scheda.php?id=1.2.2.1.0,skos:broadMatch,
http://data.europa.eu/esco/occupation/a5826284-14fb-4866-b9be-69ce69db1b71,responsabile di allevamento in acquacoltura,http://data.europa.eu/esco/occupation/a5826284-14fb-4866-b9be-69ce69db1b71,1.2.2.1.0,"Direttori e dirigenti generali di aziende che operano nell'agricoltura, nell'allevamento, nella silvicoltura, nella caccia e nella pesca",http://professioni.istat.it/cp2011/scheda.php?id=1.2.2.1.0,skos:broadMatch,
http://data.europa.eu/esco/occupation/5945cba8-19a4-4632-8a8f-4186e2bad1a3,responsabile della produzione in acquacoltura,http://data.europa.eu/esco/occupation/5945cba8-19a4-4632-8a8f-4186e2bad1a3,1.2.2.1.0,"Direttori e dirigenti generali di aziende che operano nell'agricoltura, nell'allevamento, nella silvicoltura, nella caccia e nella pesca",http://professioni.istat.it/cp2011/scheda.php?id=1.2.2.1.0,skos:broadMatch,
