c3c3b550-f95e-4f1c-bdf3-ad1465e7b2ab,,houtverbindingen maken,http://data.europa.eu/esco/skill/c3c3b550-f95e-4f1c-bdf3-ad1465e7b2ab,d8af9eb0-c685-4edf-8551-f8dffcc50e41,KN-10122,Physique du bâtiment,Bouwfysica,,skos:broadMatch,
1f857013-3fbc-4205-b904-fe6506744687,,fabricageprocessen van lederwaren,http://data.europa.eu/esco/skill/1f857013-3fbc-4205-b904-fe6506744687,4ca63620-366c-42ad-a9c4-d39f1c608ceb,KN-1013,Utilisation de dérayeuse,Afschaafmachine,,skos:broadMatch,
39d7fe0c-205a-44d0-a17d-81ebcb5fc032,,fysisch-chemische eigenschappen van huiden en vellen,http://data.europa.eu/esco/skill/39d7fe0c-205a-44d0-a17d-81ebcb5fc032,cb9ed5c6-6398-4037-9b29-cff776e9fdc0,KN-1014,Techniques de corroyage,Touwtechnieken,,skos:closeMatch,
a6ebf2f1-9fc7-404f-80fa-38473b58f23f,,scheikundige aspecten van leer,http://data.europa.eu/esco/skill/a6ebf2f1-9fc7-404f-80fa-38473b58f23f,cb9ed5c6-6398-4037-9b29-cff776e9fdc0,KN-1014,Techniques de corroyage,Touwtechnieken,,skos:closeMatch,
1b509156-3e4d-4eb2-98a7-d1fd1188e2c2,,circusdisciplines beoefenen,http://data.europa.eu/esco/skill/1b509156-3e4d-4eb2-98a7-d1fd1188e2c2,55002640-83c6-46fa-aab1-a3bc88db4da6,KN-1016,Techniques d'extirpage,Technieken voor het verwijderen van draden,,skos:closeMatch,
d2810e30-951b-4cfa-b7dc-06f81e5f4763,,machinetechnologie voor het spinnen van stapelvezels,http://data.europa.eu/esco/skill/d2810e30-951b-4cfa-b7dc-06f81e5f4763,55002640-83c6-46fa-aab1-a3bc88db4da6,KN-1016,Techniques d'extirpage,Technieken voor het verwijderen van draden,,skos:closeMatch,
1171ad05-a85e-4460-837f-08f91538eb27,,chocolade harden,http://data.europa.eu/esco/skill/1171ad05-a85e-4460-837f-08f91538eb27,90150037-2360-430b-bfc0-1a2b9370928d,KN-10161,Techniques de tempérage du chocolat,Tempereertechnieken voor chocolade,,skos:closeMatch,
8a89f107-a773-4b0e-820f-1e83d10cc8ea,,proces van cacao tot chocolade,http://data.europa.eu/esco/skill/8a89f107-a773-4b0e-820f-1e83d10cc8ea,90150037-2360-430b-bfc0-1a2b9370928d,KN-10161,Techniques de tempérage du chocolat,Tempereertechnieken voor chocolade,,skos:broadMatch,
2a778aeb-f246-4f03-9a96-c60183001037,,productie inplannen,http://data.europa.eu/esco/skill/2a778aeb-f246-4f03-9a96-c60183001037,2cc99c16-17fa-4890-baae-8a78892be834,KN-1017,Méthodes de Gestion des Moyens de Production,Methodes voor het management van productiemiddelen,,skos:broadMatch,
1f857013-3fbc-4205-b904-fe6506744687,,fabricageprocessen van lederwaren,http://data.europa.eu/esco/skill/1f857013-3fbc-4205-b904-fe6506744687,d182d781-cf99-4ca1-b214-150e1e06b48d,KN-1018,Travail de rivière (peaux),Bewerkingen in het nathuis (huiden),,skos:broadMatch,
8e58bdac-83de-4297-a5e6-3dd6c803dea0,,dierlijke lichaamsdelen schoonmaken,http://data.europa.eu/esco/skill/8e58bdac-83de-4297-a5e6-3dd6c803dea0,d182d781-cf99-4ca1-b214-150e1e06b48d,KN-1018,Travail de rivière (peaux),Bewerkingen in het nathuis (huiden),,skos:narrowMatch,
47d0c7cb-fa5b-4cee-a35f-0bbbeac974ea,,productieproces van ijs,http://data.europa.eu/esco/skill/47d0c7cb-fa5b-4cee-a35f-0bbbeac974ea,66421912-ab23-4aa3-bec1-ed9cf5b35cc8,KN-10181,Homogénéisateurs de glace,Homogenisators van ijs,,skos:broadMatch,
47d0c7cb-fa5b-4cee-a35f-0bbbeac974ea,,productieproces van ijs,http://data.europa.eu/esco/skill/47d0c7cb-fa5b-4cee-a35f-0bbbeac974ea,191655d6-aef1-4793-8bda-9e826bad6d1c,KN-10182,Turbines à glace,Ijsturbines,,skos:broadMatch,
0d0fe364-462d-48dd-b54b-e972e2bdecb1,,soorten isolatiemateriaal,http://data.europa.eu/esco/skill/0d0fe364-462d-48dd-b54b-e972e2bdecb1,fd2f4a27-dc74-49ce-8b01-79f13cdf1dc3,KN-1019,Types d'isolants électriques,Soorten elektrisch isolatiemateriaal,,skos:broadMatch,
27f461a7-3bf9-47e5-9e46-a2aa13cf4064,,elektrische apparatuur van coating voorzien,http://data.europa.eu/esco/skill/27f461a7-3bf9-47e5-9e46-a2aa13cf4064,fd2f4a27-dc74-49ce-8b01-79f13cdf1dc3,KN-1019,Types d'isolants électriques,Soorten elektrisch isolatiemateriaal,,skos:closeMatch,
7f107a85-d6ac-410f-a995-d635c5aa418b,,soorten metaal,http://data.europa.eu/esco/skill/7f107a85-d6ac-410f-a995-d635c5aa418b,87509be8-2cac-4ff8-a1c9-7717566df502,KN-102,Propriétés des métaux,Eigenschappen van metalen,,skos:broadMatch,
52e62ff2-6458-473c-8b9d-b38ddfd098dc,,bedrading opspoelen,http://data.europa.eu/esco/skill/52e62ff2-6458-473c-8b9d-b38ddfd098dc,207f90e9-c611-44f6-8786-ceaab7775a72,KN-1020,Principes de fonctionnement de machines à bobiner,Werkingsprincipes van wikkelmachines,,skos:closeMatch,
77410471-4dc0-4d77-8319-ddfd98d46b29,,spoelmachines bedienen,http://data.europa.eu/esco/skill/77410471-4dc0-4d77-8319-ddfd98d46b29,207f90e9-c611-44f6-8786-ceaab7775a72,KN-1020,Principes de fonctionnement de machines à bobiner,Werkingsprincipes van wikkelmachines,,skos:closeMatch,
6975d035-4523-4a5d-89ea-e414a473e077,,"suiker-, chocolade- en suikerwerkproducten",http://data.europa.eu/esco/skill/6975d035-4523-4a5d-89ea-e414a473e077,b462091b-2737-4084-b5de-b602491e4a87,KN-10201,Techniques de sculptage des produits sucrés,Vormtechnieken voor suikerwerk,,skos:closeMatch,
a88c4bdc-73f8-437d-b268-02cb813a99ca,,productie van meubelen,http://data.europa.eu/esco/skill/a88c4bdc-73f8-437d-b268-02cb813a99ca,536e3d05-aa5a-472b-931e-f5b8fc0150cd,KN-10221,Procédures de production de meubles rembourrés,Productieprocedures van meubelstofferen,,skos:broadMatch,
d15e92c4-c8dc-48cd-a1f6-94fe13347f87,,elektrische aansluitschema’s,http://data.europa.eu/esco/skill/d15e92c4-c8dc-48cd-a1f6-94fe13347f87,ea145d0b-2128-46fe-b856-8cda36ec293c,KN-1024,Connexion électrique,Elektrische aansluitingen,,skos:closeMatch,
fecf8a0d-62c4-4e71-9b03-0f4fc2ad7bf5,,gegevensmodellen,http://data.europa.eu/esco/skill/fecf8a0d-62c4-4e71-9b03-0f4fc2ad7bf5,a97c95a3-4253-4ff0-a121-8951420f3dff,KN-10241,Modèle entité-association,Entity-Relationship diagram,,skos:closeMatch,
12c7b323-d870-4f5b-9d7d-d9f525206d77,,productieprocessen,http://data.europa.eu/esco/skill/12c7b323-d870-4f5b-9d7d-d9f525206d77,0d22caf6-ddd3-4c56-b93a-c43e4280692d,KN-10261,Procédures de production,Productieprocedures,,skos:closeMatch,
a125a4c2-3b0a-4996-9a63-57043d4d9159,,industriële gereedschappen,http://data.europa.eu/esco/skill/a125a4c2-3b0a-4996-9a63-57043d4d9159,8e7f9a0b-df23-47e1-8923-0466836eceda,KN-10262,Equipements de production,Productieapparatuur,,skos:closeMatch,
d1f607d0-48bb-4d08-a0c8-c6ee1c888b8d,,fabrieksapparatuur,http://data.europa.eu/esco/skill/d1f607d0-48bb-4d08-a0c8-c6ee1c888b8d,8e7f9a0b-df23-47e1-8923-0466836eceda,KN-10262,Equipements de production,Productieapparatuur,,skos:exactMatch,
1a9d7afe-9480-4ce7-b500-2c16d3984c15,,naamgevingsstrategieën uitvoeren,http://data.europa.eu/esco/skill/1a9d7afe-9480-4ce7-b500-2c16d3984c15,e6d910c9-8c9d-42c2-8b5b-8b23660c8e52,KN-10281,Image de marque,Branding,,skos:closeMatch,
6a2c391b-1fcd-4f10-8827-5d1cb4a4d9ad,,merken positioneren,http://data.europa.eu/esco/skill/6a2c391b-1fcd-4f10-8827-5d1cb4a4d9ad,e6d910c9-8c9d-42c2-8b5b-8b23660c8e52,KN-10281,Image de marque,Branding,,skos:closeMatch,
754690ad-6207-4e1c-9df7-9a2b58afa587,,merkidentiteiten definiëren,http://data.europa.eu/esco/skill/754690ad-6207-4e1c-9df7-9a2b58afa587,e6d910c9-8c9d-42c2-8b5b-8b23660c8e52,KN-10281,Image de marque,Branding,,skos:exactMatch,
9242ad54-dc3d-41b3-9cfe-142fa8582511,,marketingtechnieken voor merkidentiteit,http://data.europa.eu/esco/skill/9242ad54-dc3d-41b3-9cfe-142fa8582511,e6d910c9-8c9d-42c2-8b5b-8b23660c8e52,KN-10281,Image de marque,Branding,,skos:exactMatch,
a10b4a9e-e42b-4151-829a-657b7d0f5f7b,,elektrolyse uitvoeren,http://data.europa.eu/esco/skill/a10b4a9e-e42b-4151-829a-657b7d0f5f7b,dae644a2-f7aa-4a32-94fe-cc6ae0b41797,KN-103,Techniques d'électrolyse,Elektrolysetechnieken,,skos:narrowMatch,
ba2cadad-8d63-4761-9435-adcc034747db,,elektrolytisch passiveringsproces,http://data.europa.eu/esco/skill/ba2cadad-8d63-4761-9435-adcc034747db,dae644a2-f7aa-4a32-94fe-cc6ae0b41797,KN-103,Techniques d'électrolyse,Elektrolysetechnieken,,skos:narrowMatch,
d433c82e-fa7a-492e-a8fd-eee7b39e4c48,,veiligheidsvoorschriften,http://data.europa.eu/esco/skill/d433c82e-fa7a-492e-a8fd-eee7b39e4c48,a189d54f-ebb7-480c-aecc-b84be6fd86a9,KN-10301,Pictogrammes de sécurité,Veiligheidspictogrammen,,skos:closeMatch,
03d8e93a-861a-45d3-a2d6-80781d6af1c9,,haarkniptechnieken,http://data.europa.eu/esco/skill/03d8e93a-861a-45d3-a2d6-80781d6af1c9,5b0e391a-fdc1-4e74-8ea0-fb1fe74a23ea,KN-10321,Techniques du finissage des coiffures,Afwerkingstechnieken voor kapsels,,skos:broadMatch,
52e62ff2-6458-473c-8b9d-b38ddfd098dc,,bedrading opspoelen,http://data.europa.eu/esco/skill/52e62ff2-6458-473c-8b9d-b38ddfd098dc,11df32b3-af7e-4ef6-a8d9-ba41b0917b84,KN-1033,Utilisation de tour à bobiner,Het gebruik van wikkelmachines,,skos:broadMatch,
44832432-3bcc-4e62-8696-0411dd28e4b7,,winningsprocessen aardgascondensaat,http://data.europa.eu/esco/skill/44832432-3bcc-4e62-8696-0411dd28e4b7,83205ec5-fa21-4689-96e5-d9efc74a5bd7,KN-10346,Procédés de méthanisation,Methaangisting,,skos:broadMatch,
f8413360-6114-40de-a276-c59b764b9913,,technologieën voor hernieuwbare energie,http://data.europa.eu/esco/skill/f8413360-6114-40de-a276-c59b764b9913,83205ec5-fa21-4689-96e5-d9efc74a5bd7,KN-10346,Procédés de méthanisation,Methaangisting,,skos:broadMatch,
63bd12f5-d580-415c-9137-8e58008398e7,,scheikundige aspecten van textiel,http://data.europa.eu/esco/skill/63bd12f5-d580-415c-9137-8e58008398e7,90cb4c5c-cc89-4769-8a7b-d6ac83dde14a,KN-1036,"Caractéristiques des produits auxiliaires de traitements textiles (teinture, apprêt, impression, ...)","Eigenschappen van hulpproducten voor textielbehandeling (verf, appret, bedrukken, ...)",,skos:closeMatch,
1aef21e0-ed3a-4c1b-9f78-39892d47828b,,kunststof bewerken,http://data.europa.eu/esco/skill/1aef21e0-ed3a-4c1b-9f78-39892d47828b,e5f5556b-f308-4bea-9c74-591e6df3f2c7,KN-10361,Procédé de transformation du plastique,Proces van kunststofverwerking,,skos:closeMatch,
63bd12f5-d580-415c-9137-8e58008398e7,,scheikundige aspecten van textiel,http://data.europa.eu/esco/skill/63bd12f5-d580-415c-9137-8e58008398e7,7c44565f-b019-44d9-9837-7c213e925b4a,KN-1038,Principes de réaction des couleurs,Principes van kleurenmenging,,skos:closeMatch,
90c164de-571b-4ec0-b0b1-7ef57dc7bcd8,,kleurmengsels bereiden,http://data.europa.eu/esco/skill/90c164de-571b-4ec0-b0b1-7ef57dc7bcd8,7c44565f-b019-44d9-9837-7c213e925b4a,KN-1038,Principes de réaction des couleurs,Principes van kleurenmenging,,skos:closeMatch,
76907859-b798-4683-8d22-ed364a38e7aa,,smeedtangen gebruiken,http://data.europa.eu/esco/skill/76907859-b798-4683-8d22-ed364a38e7aa,4d0eecca-9752-4607-80da-1ef98299c065,KN-104,Utilisation de matériel de forge,Gebruik van smederijmateriaal,,skos:narrowMatch,
7450e486-8441-4b1d-a430-28ca82e6cb43,,leerafwerkingstechnieken,http://data.europa.eu/esco/skill/7450e486-8441-4b1d-a430-28ca82e6cb43,89dc9510-a6aa-435b-b187-e1e810b6339a,KN-1040,Points de contrôle des cuirs,Controlepunten voor het leder,,skos:broadMatch,
6ab7c99f-a430-419c-a881-8ef945230e4d,,productspecificaties controleren,http://data.europa.eu/esco/skill/6ab7c99f-a430-419c-a881-8ef945230e4d,b2dce49b-15b1-4be1-8b0b-042a6ee35b6f,KN-10401,Spécification du produit,Productspecificatie,,skos:closeMatch,
027f47ba-2435-47dc-9fd3-5f05c6a52e93,,soorten dozen,http://data.europa.eu/esco/skill/027f47ba-2435-47dc-9fd3-5f05c6a52e93,dce73e25-6260-48ed-849f-29987f061ec1,KN-10402,Matériaux d'emballage,Verpakkingsmaterialen,,skos:narrowMatch,
1c3a0f83-8ee5-4693-9e3d-f1546a59a653,,soorten verpakkingsmateriaal,http://data.europa.eu/esco/skill/1c3a0f83-8ee5-4693-9e3d-f1546a59a653,dce73e25-6260-48ed-849f-29987f061ec1,KN-10402,Matériaux d'emballage,Verpakkingsmaterialen,,skos:narrowMatch,
3fedb2c6-488f-4c78-b20d-af23d481348a,,verpakkingsmateriaal beheren,http://data.europa.eu/esco/skill/3fedb2c6-488f-4c78-b20d-af23d481348a,dce73e25-6260-48ed-849f-29987f061ec1,KN-10402,Matériaux d'emballage,Verpakkingsmaterialen,,skos:closeMatch,
01fec851-b5f4-419b-940a-3b4c835adfa8,,verpakkingsmachines bedienen,http://data.europa.eu/esco/skill/01fec851-b5f4-419b-940a-3b4c835adfa8,3593f733-3f04-41da-9829-eabe4f70f559,KN-10403,Processus de conditionnement,Verpakkingsproces,,skos:narrowMatch,
fcc64184-33d5-4e4a-8d28-0993d5685c39,,verpakkingsprocessen,http://data.europa.eu/esco/skill/fcc64184-33d5-4e4a-8d28-0993d5685c39,3593f733-3f04-41da-9829-eabe4f70f559,KN-10403,Processus de conditionnement,Verpakkingsproces,,skos:exactMatch,
3c519634-ed10-47af-9685-00418f3a85a3,,voedingsmiddelen etiketteren,http://data.europa.eu/esco/skill/3c519634-ed10-47af-9685-00418f3a85a3,37073f28-36db-43c8-a301-b49a675eb813,KN-10421,Machine à étiqueter,Etiketteermachine,,skos:closeMatch,
8a2f841c-fe35-46c0-90bd-51858a88a83b,,elektronische componenten,http://data.europa.eu/esco/skill/8a2f841c-fe35-46c0-90bd-51858a88a83b,e706881e-ce7f-441b-80ae-06d89316fd3e,KN-1043,Caractéristiques des composants électroniques,Eigenschappen van elektronische componenten,,skos:broadMatch,
279e8cb1-b704-41b3-a1c9-60f130e303b4,,soorten brandstoffen,http://data.europa.eu/esco/skill/279e8cb1-b704-41b3-a1c9-60f130e303b4,72600667-9cec-49dd-9031-bfb62a950cee,KN-1044,"Propriétés des combustibles (fuel, gaz, ...)",Eigenschappen van brandstoffen,,skos:closeMatch,
c4dcfe3a-a8b0-4352-ba82-a5e345d88c08,,soorten veren,http://data.europa.eu/esco/skill/c4dcfe3a-a8b0-4352-ba82-a5e345d88c08,0ac76d21-c369-4c15-8d76-0d386310358e,KN-10441,Caractéristiques des ressorts et sangles,Eigenschappen van singels of veren,,skos:closeMatch,
477034ef-132e-467a-94af-30d017fefd26,,bedrading aanbrengen op schakelborden,http://data.europa.eu/esco/skill/477034ef-132e-467a-94af-30d017fefd26,8eb1cf36-a06b-440f-be27-1438f8ebbeee,KN-1045,Câblage filaire,Bedrading,,skos:narrowMatch,
552a4aea-6ff9-4a5c-b475-0d35bd508088,,gereedschap voor elektrische bedrading gebruiken,http://data.europa.eu/esco/skill/552a4aea-6ff9-4a5c-b475-0d35bd508088,8eb1cf36-a06b-440f-be27-1438f8ebbeee,KN-1045,Câblage filaire,Bedrading,,skos:closeMatch,
ed291aa0-8b2f-4179-b2f7-540ea6f63bf3,,schema's van elektrische bedrading,http://data.europa.eu/esco/skill/ed291aa0-8b2f-4179-b2f7-540ea6f63bf3,8eb1cf36-a06b-440f-be27-1438f8ebbeee,KN-1045,Câblage filaire,Bedrading,,skos:closeMatch,
fd60bbcc-c3b6-4fa5-936c-eef5ae0a2d44,,laagspanningskabels installeren,http://data.europa.eu/esco/skill/fd60bbcc-c3b6-4fa5-936c-eef5ae0a2d44,8eb1cf36-a06b-440f-be27-1438f8ebbeee,KN-1045,Câblage filaire,Bedrading,,skos:closeMatch,
1f67e478-292c-4db6-9f95-ef34f1e4ff9f,,stofferingsgereedschappen,http://data.europa.eu/esco/skill/1f67e478-292c-4db6-9f95-ef34f1e4ff9f,a66ecb4a-4ae9-4ccb-ba7f-20cee4f33f36,KN-10461,Techniques spécifiques de garnissage,Stoffeertechnieken,,skos:closeMatch,
1f67e478-292c-4db6-9f95-ef34f1e4ff9f,,stofferingsgereedschappen,http://data.europa.eu/esco/skill/1f67e478-292c-4db6-9f95-ef34f1e4ff9f,d9594270-487e-4acf-bcf1-e5c959475aa9,KN-10462,Machine à capitonner,Capitonneermachine,,skos:closeMatch,
1f67e478-292c-4db6-9f95-ef34f1e4ff9f,,stofferingsgereedschappen,http://data.europa.eu/esco/skill/1f67e478-292c-4db6-9f95-ef34f1e4ff9f,eeb9953e-d8a7-4844-9b22-ba34d876577f,KN-10463,Machine à boutonner,Buttonneermachine,,skos:broadMatch,
aedae903-74b5-4209-8765-7f6619f52545,,raamwerken voor meubelen maken,http://data.europa.eu/esco/skill/aedae903-74b5-4209-8765-7f6619f52545,bac45146-4b86-4c89-8905-b403f30d4df4,KN-10464,Construction des (sièges) meubles,Opbouw van (zit)meubelen,,skos:narrowMatch,
2d26c072-ec9c-4231-a737-817340a02fdc,,inserter bedienen,http://data.europa.eu/esco/skill/2d26c072-ec9c-4231-a737-817340a02fdc,093db7b2-da95-4701-9faf-92a5d8ad7c1d,KN-1049,Utilisation de machine d'insertion/pose semi-automatique de composant électronique,Het gebruik van machines voor de semi-automatische invoeging/plaatsing van elektronische componenten,,skos:narrowMatch,
4ed385bf-3e87-476a-9f06-08c2e801133a,,elektronische eenheden monteren,http://data.europa.eu/esco/skill/4ed385bf-3e87-476a-9f06-08c2e801133a,093db7b2-da95-4701-9faf-92a5d8ad7c1d,KN-1049,Utilisation de machine d'insertion/pose semi-automatique de composant électronique,Het gebruik van machines voor de semi-automatische invoeging/plaatsing van elektronische componenten,,skos:broadMatch,
34d88149-a42c-4f01-a9f7-4ec0a6e5a77f,,hoefsmidsector,http://data.europa.eu/esco/skill/34d88149-a42c-4f01-a9f7-4ec0a6e5a77f,a932ca38-5905-4d36-9b96-819ffdae8581,KN-105,"Utilisation d'outils manuels (râpe, rogne, pied, brochoir, boutoir, triçoire, repoussoir, ...)","Gebruik van handgereedschap (rasp, mes, hoefhamer, schraapmes, ritsijzer, drijfijzer, ...)",,skos:closeMatch,
67bb7cb3-1baf-475f-9290-0f5781d09415,,hoeven van runderen bekappen,http://data.europa.eu/esco/skill/67bb7cb3-1baf-475f-9290-0f5781d09415,a932ca38-5905-4d36-9b96-819ffdae8581,KN-105,"Utilisation d'outils manuels (râpe, rogne, pied, brochoir, boutoir, triçoire, repoussoir, ...)","Gebruik van handgereedschap (rasp, mes, hoefhamer, schraapmes, ritsijzer, drijfijzer, ...)",,skos:broadMatch,
96372406-5f7a-439e-b1dc-6f6b1e2303b1,,hoefbekappingsgereedschap gebruiken,http://data.europa.eu/esco/skill/96372406-5f7a-439e-b1dc-6f6b1e2303b1,a932ca38-5905-4d36-9b96-819ffdae8581,KN-105,"Utilisation d'outils manuels (râpe, rogne, pied, brochoir, boutoir, triçoire, repoussoir, ...)","Gebruik van handgereedschap (rasp, mes, hoefhamer, schraapmes, ritsijzer, drijfijzer, ...)",,skos:broadMatch,
418765cd-77f9-4c6f-8b00-e56ebec767bb,,materialen wegen,http://data.europa.eu/esco/skill/418765cd-77f9-4c6f-8b00-e56ebec767bb,033876f1-17a3-4383-a307-92b2b8e8b0ce,KN-1050,"Utilisation d'instruments de mesure (pige, balance, règle, ...)","Gebruik van meetinstrumenten (weegschaal, meetlat, ...)",,skos:closeMatch,
