Mapping project name,ESCO - HR NOC
Mapping project author,default-author
Mapping project version,N/A
Mapping project version date,2022-03-21
Classification 1 Name,ESCO zanimanja
Classification 1 Concept type,Occupation
Classification 1 Version,1.0.3
Classification 1 Language,hr
Classification 1 Landing page,https://ec.europa.eu/esco/portal/occupation
Classification 2 Name,Nacionalna klasifikacija zanimanja(NKZ)
Classification 2 Concept type,unknown
Classification 2 Version,NKZ98-SVE
Classification 2 Language,hr
Classification 2 Landing page,


Classification 1 URI,Classification 1 PrefLabel,Classification 1 URL,Classification 2 URI,Classification 2 PrefLabel,Classification 2 URL,Mapping relation
http://data.europa.eu/esco/occupation/fbf23c18-d9a3-4349-83dc-2bc39948bdf7,radnik/radnica na izlovu u akvakulturi,http://data.europa.eu/esco/occupation/fbf23c18-d9a3-4349-83dc-2bc39948bdf7,http://data.europa.eu/esco/isco/C9216,Radnici/radnice u ribarstvu i akvakulturi,,skos:broadMatch
http://data.europa.eu/esco/occupation/03d79393-7b30-4159-945b-01963eddd302,učitelj/učiteljica u osnovnoj školi,http://data.europa.eu/esco/occupation/03d79393-7b30-4159-945b-01963eddd302,http://data.europa.eu/esco/concept/croatian-occupations/2331.20.7,Učitelj/učiteljica romskog jezika,,skos:narrowMatch
http://data.europa.eu/esco/occupation/0181835d-dd00-49e2-9fc4-e1382a65957f,voditelj/voditeljica izolaterskih radova,http://data.europa.eu/esco/occupation/0181835d-dd00-49e2-9fc4-e1382a65957f,http://data.europa.eu/esco/concept/croatian-occupations/3112.24.4,Voditelj/voditeljica građevinskoobrtničkih radova,,skos:broadMatch
http://data.europa.eu/esco/occupation/095169ac-feee-4fcf-bff7-222ab6d84bc4,kupac zelene kave,http://data.europa.eu/esco/occupation/095169ac-feee-4fcf-bff7-222ab6d84bc4,http://data.europa.eu/esco/concept/croatian-occupations/3116.83.4,"Tehničar/tehničarka prerade kave, kavovina i čajeva",,skos:closeMatch
http://data.europa.eu/esco/occupation/94e0bedd-e56e-42be-a5a4-b74a260f437c,voditelj/voditeljica odjela,http://data.europa.eu/esco/occupation/94e0bedd-e56e-42be-a5a4-b74a260f437c,http://data.europa.eu/esco/concept/croatian-occupations/2429.21.7,Voditelj/voditeljica općih poslova,,skos:narrowMatch
http://data.europa.eu/esco/occupation/d4ccb6d4-ea97-47e5-a319-b72cffbf0631,spasilac/spasiteljica u rudarskim nesrećama,http://data.europa.eu/esco/occupation/d4ccb6d4-ea97-47e5-a319-b72cffbf0631,http://data.europa.eu/esco/isco/C5419,"Djelatnici/djelatnice za zaštitu osoba i imovine, d. n.",,skos:broadMatch
http://data.europa.eu/esco/occupation/5d601b40-7e0e-404e-bbff-bb98e147437c,analitičar/analitičarka pravne politike,http://data.europa.eu/esco/occupation/5d601b40-7e0e-404e-bbff-bb98e147437c,http://data.europa.eu/esco/concept/croatian-occupations/2429.72.9,Samostalni istraživač/samostalna istraživačica pravnih znanosti,,skos:closeMatch
http://data.europa.eu/esco/occupation/5b912733-abc8-43f7-825c-00ae21043685,direktor/direktorica uvoza i izvoza drva i građevinskog materijala,http://data.europa.eu/esco/occupation/5b912733-abc8-43f7-825c-00ae21043685,http://data.europa.eu/esco/isco/C1324,Direktori/direktorice za nabavu i distribuciju,,skos:broadMatch
http://data.europa.eu/esco/occupation/9b889f07-c39c-464d-b9d9-b2daa650f9ac,liječnik specijalist/liječnica specijalistica,http://data.europa.eu/esco/occupation/9b889f07-c39c-464d-b9d9-b2daa650f9ac,http://data.europa.eu/esco/concept/croatian-occupations/2221.37.7,Doktor medicine otorinolaringolog/doktorica medicine otorinolaringologinja,,skos:narrowMatch
http://data.europa.eu/esco/occupation/90a73720-642d-4f45-88e7-8f593a5e0df2,strukovni učitelj/strukovna učiteljica tehnologije prijevoza,http://data.europa.eu/esco/occupation/90a73720-642d-4f45-88e7-8f593a5e0df2,http://data.europa.eu/esco/concept/croatian-occupations/3340.50.6,Strukovni učitelj/strukovna učiteljica unutarnjeg prometa,,skos:closeMatch
http://data.europa.eu/esco/occupation/e1416610-ad08-4f37-8b46-9f99632a5c0f,izrađivač/izrađivačica namještaja,http://data.europa.eu/esco/occupation/e1416610-ad08-4f37-8b46-9f99632a5c0f,http://data.europa.eu/esco/concept/croatian-occupations/7422.17.5,"stolar, dekorni i umjetnički, majstor/stolarica, dekorna i umjetnička, majstorica",,skos:broadMatch
http://data.europa.eu/esco/occupation/88a34087-311e-497e-ad81-a6843b9b461e,sastavljač/sastavljačica brodskih motora,http://data.europa.eu/esco/occupation/88a34087-311e-497e-ad81-a6843b9b461e,http://data.europa.eu/esco/concept/croatian-occupations/7233.14.5,"monter/monterka brodske opreme, specijalizirani/specijalizirana",,skos:closeMatch
http://data.europa.eu/esco/occupation/eda0d957-3c3c-4139-b89a-a18bc9e18897,računovođa/računovotkinja,http://data.europa.eu/esco/occupation/eda0d957-3c3c-4139-b89a-a18bc9e18897,http://data.europa.eu/esco/concept/croatian-occupations/2441.31.7,Diplomirani ekonomist/diplomirana ekonomistica platnog prometa,,skos:exactMatch
http://data.europa.eu/esco/occupation/bff7e8a3-6206-4d38-b25f-fcb6e634c7af,predavač/predavačica arheologije,http://data.europa.eu/esco/occupation/bff7e8a3-6206-4d38-b25f-fcb6e634c7af,http://data.europa.eu/esco/concept/croatian-occupations/2442.19.8,Istraživač arheolog/istraživačica arheologinja,,skos:closeMatch
http://data.europa.eu/esco/occupation/c6196b21-20f9-4608-83fb-6f143afc740d,geolog/geologinja,http://data.europa.eu/esco/occupation/c6196b21-20f9-4608-83fb-6f143afc740d,http://data.europa.eu/esco/concept/croatian-occupations/2114.14.7,Diplomirani geolog/diplomirana geologinja za inženjersku geologiju,,skos:narrowMatch
http://data.europa.eu/esco/occupation/8d3fd879-986d-42e7-bf67-c3c415592fe3,rukovatelj/rukovateljica uređajem za izradu betonskih proizvoda,http://data.europa.eu/esco/occupation/8d3fd879-986d-42e7-bf67-c3c415592fe3,http://data.europa.eu/esco/concept/croatian-occupations/8212.25.2,pomoćni rukovatelj/pomoćna rukovateljica uređajem za azbestnocementne proizvode,,skos:closeMatch
http://data.europa.eu/esco/occupation/bbba890e-ecae-43ba-9c5b-a65baa318f15,direktor/direktorica uvoza i izvoza alatnih strojeva,http://data.europa.eu/esco/occupation/bbba890e-ecae-43ba-9c5b-a65baa318f15,http://data.europa.eu/esco/concept/croatian-occupations/1233.21.0,Direktor/direktorica prodaje,,skos:broadMatch
http://data.europa.eu/esco/occupation/9ebaf3f0-0be0-47b7-b2b1-b3b04130fa81,programer /programerka računalnih igrica,http://data.europa.eu/esco/occupation/9ebaf3f0-0be0-47b7-b2b1-b3b04130fa81,http://data.europa.eu/esco/concept/croatian-occupations/2131.53.7,Diplomirani inženjer/diplomirana inženjerka za računalnu grafiku,,skos:closeMatch
http://data.europa.eu/esco/occupation/673f3266-ab1a-447d-9b28-fc5838dc07e3,inspektor/inspektorica za zaštitu zdravlja i sigurnost na radu,http://data.europa.eu/esco/occupation/673f3266-ab1a-447d-9b28-fc5838dc07e3,http://data.europa.eu/esco/isco/C3257,"Inspektori/inspektorice za zaštitu okoliša, higijenu i medicinu rada i srodna zanimanja",,skos:broadMatch
http://data.europa.eu/esco/occupation/5a0ff408-e1df-424b-a2d6-4b475a516f2a,scenski tehničar/scenska tehničarka za izvedbe na otvorenom,http://data.europa.eu/esco/occupation/5a0ff408-e1df-424b-a2d6-4b475a516f2a,http://data.europa.eu/esco/isco/C3435,Stručni suradnici/stručne suradnice za djelatnosti u umjetnosti i kulturi d. n.,,skos:broadMatch
http://data.europa.eu/esco/occupation/109e0a5d-203d-4af6-8f70-692111335ec3,direktor/direktorica sustava kvalitete,http://data.europa.eu/esco/occupation/109e0a5d-203d-4af6-8f70-692111335ec3,http://data.europa.eu/esco/concept/croatian-occupations/1231.12.0,Direktor/direktorica kontrolinga,,skos:closeMatch
http://data.europa.eu/esco/occupation/8ba8acb8-c0f2-4679-ae15-3a4f6e876c6f,rukovatelj/rukovateljica strojem za rotolijev polimera,http://data.europa.eu/esco/occupation/8ba8acb8-c0f2-4679-ae15-3a4f6e876c6f,http://data.europa.eu/esco/concept/croatian-occupations/8232.30.3,rukovatelj/rukovateljica uređajem za lijevanje polimera,,skos:closeMatch
http://data.europa.eu/esco/occupation/6a0b0c4f-b57a-4978-a637-2c0adff65996,zaposlenik /zaposlenica u uljari,http://data.europa.eu/esco/occupation/6a0b0c4f-b57a-4978-a637-2c0adff65996,http://data.europa.eu/esco/concept/croatian-occupations/7414.12.3,proizvođač/proizvođačica jestivih ulja,,skos:narrowMatch
http://data.europa.eu/esco/occupation/c593ded7-2e97-44a5-a5f3-f6115ff98233,predavač/predavačica politologije,http://data.europa.eu/esco/occupation/c593ded7-2e97-44a5-a5f3-f6115ff98233,http://data.europa.eu/esco/concept/croatian-occupations/2443.15.8,Istraživač/istraživačica politologije,,skos:closeMatch
http://data.europa.eu/esco/occupation/f6803a58-91d9-4251-9a07-09fc387cec16,glazbeni umjetnik/glazbena umjetnica,http://data.europa.eu/esco/occupation/f6803a58-91d9-4251-9a07-09fc387cec16,http://data.europa.eu/esco/concept/croatian-occupations/2453.14.7,Akademski klavirist/akademska klaviristica,,skos:narrowMatch
http://data.europa.eu/esco/occupation/afee6a28-f654-4ac7-a665-f758616bc689,prehrambeni tehničar/prehrambena tehničarka,http://data.europa.eu/esco/occupation/afee6a28-f654-4ac7-a665-f758616bc689,http://data.europa.eu/esco/concept/croatian-occupations/3116.84.4,Tehničar/tehničarka proizvodnje voda i gaziranih napitaka,,skos:narrowMatch
http://data.europa.eu/esco/occupation/81f8d141-3f67-4fb0-a349-db0147ef7b3a,strukovni učitelj/strukovna učiteljica,http://data.europa.eu/esco/occupation/81f8d141-3f67-4fb0-a349-db0147ef7b3a,http://data.europa.eu/esco/concept/croatian-occupations/3340.22.6,Strukovni učitelj/strukovna učiteljica zrakoplovne mehanike,,skos:narrowMatch
http://data.europa.eu/esco/occupation/b176e5d7-1f94-495c-907f-80a7f61aed59,tehničar/tehničarka za daljinska istraživanja,http://data.europa.eu/esco/occupation/b176e5d7-1f94-495c-907f-80a7f61aed59,http://data.europa.eu/esco/isco/C3111,"Tehničari/tehničarke za fiziku, kemiju i srodna zanimanja",,skos:broadMatch
http://data.europa.eu/esco/occupation/98f9909b-016d-4c62-90ae-893b0cbabbca,voditelj/voditeljica papirnice,http://data.europa.eu/esco/occupation/98f9909b-016d-4c62-90ae-893b0cbabbca,http://data.europa.eu/esco/concept/croatian-occupations/3415.15.6,Voditelj/voditeljica poslovnice prodaje,,skos:broadMatch
http://data.europa.eu/esco/occupation/245be6d1-fe9a-4ac8-9f81-122a687e4724,pomoćni radnik u proizvodnji/pomoćna radnica u proizvodnji,http://data.europa.eu/esco/occupation/245be6d1-fe9a-4ac8-9f81-122a687e4724,http://data.europa.eu/esco/concept/croatian-occupations/9320.25.1,drvoprerađivački radnik/drvoprerađivačka radnica,,skos:narrowMatch
http://data.europa.eu/esco/occupation/6e6839b6-099c-4802-906e-7f2c8203ee69,voditelj/voditeljica ureda,http://data.europa.eu/esco/occupation/6e6839b6-099c-4802-906e-7f2c8203ee69,http://data.europa.eu/esco/concept/croatian-occupations/4142.14.4,Voditelj/voditeljica poštanskog ureda,,skos:narrowMatch
http://data.europa.eu/esco/occupation/e859428d-6dbd-406b-bb2e-d5a0ae21df29,električar/električar za događanja,http://data.europa.eu/esco/occupation/e859428d-6dbd-406b-bb2e-d5a0ae21df29,http://data.europa.eu/esco/concept/croatian-occupations/7137.14.3,električar/električarka održavanja,,skos:closeMatch
http://data.europa.eu/esco/occupation/11a6d0f6-e692-4774-aa5f-193b67d31022,kineziolog/kineziologinja,http://data.europa.eu/esco/occupation/11a6d0f6-e692-4774-aa5f-193b67d31022,http://data.europa.eu/esco/concept/croatian-occupations/3311.43.6,Nastavnik/nastavnica tjelesne i zdravstvene kulture,,skos:narrowMatch
http://data.europa.eu/esco/occupation/d3edb8f8-3a06-47a0-8fb9-9b212c006aa2,analitičar/analitičarka podataka,http://data.europa.eu/esco/occupation/d3edb8f8-3a06-47a0-8fb9-9b212c006aa2,http://data.europa.eu/esco/concept/croatian-occupations/3122.17.4,Administrator/administratorica obrade podataka,,skos:closeMatch
http://data.europa.eu/esco/occupation/dc90cee4-bf4a-4d62-b729-faf49e62643e,rukovatelj/rukovateljica dizalicom za kontejnere,http://data.europa.eu/esco/occupation/dc90cee4-bf4a-4d62-b729-faf49e62643e,http://data.europa.eu/esco/concept/croatian-occupations/8333.51.3,vozač/vozačica pokretne dizalice,,skos:broadMatch
http://data.europa.eu/esco/occupation/2a22ff9e-de3b-408d-b312-5034896cc4f4,tesar/tesarica,http://data.europa.eu/esco/occupation/2a22ff9e-de3b-408d-b312-5034896cc4f4,http://data.europa.eu/esco/concept/croatian-occupations/7422.12.3,stolar/stolarica,,skos:broadMatch
http://data.europa.eu/esco/occupation/73e776fb-4d99-4031-bad4-7716f121155d,dizajner/dizajnerica interijera,http://data.europa.eu/esco/occupation/73e776fb-4d99-4031-bad4-7716f121155d,http://data.europa.eu/esco/concept/croatian-occupations/3471.24.4,Dizajner/dizajnerica,,skos:broadMatch
http://data.europa.eu/esco/occupation/207d7b18-6540-432e-8aa6-785ed434572f,upravni savjetnik/upravna savjetnica,http://data.europa.eu/esco/occupation/207d7b18-6540-432e-8aa6-785ed434572f,http://data.europa.eu/esco/concept/croatian-occupations/2419.71.7,Savjetnik/savjetnica za poduzetništvo,,skos:closeMatch
http://data.europa.eu/esco/occupation/021663ca-a367-472e-a1f0-6d8ab5b2d860,specijalizirani udomitelj/specijalizirana udomiteljica,http://data.europa.eu/esco/occupation/021663ca-a367-472e-a1f0-6d8ab5b2d860,http://data.europa.eu/esco/concept/croatian-occupations/5131.12.3,Udomitelj/udomiteljica,,skos:exactMatch
http://data.europa.eu/esco/occupation/13331bd9-0599-47c0-9812-29650c218de3,hidrotehničar/hidrotehničarka,http://data.europa.eu/esco/occupation/13331bd9-0599-47c0-9812-29650c218de3,http://data.europa.eu/esco/concept/croatian-occupations/3112.25.6,Inženjer voditelj/inženjerka voditeljica hidrotehničkih radova,,skos:broadMatch
http://data.europa.eu/esco/occupation/2229a024-21e4-43ef-b3fd-2444ab41bfb8,rukovatelj/rukovateljica strojem za bojenje tekstila,http://data.europa.eu/esco/occupation/2229a024-21e4-43ef-b3fd-2444ab41bfb8,http://data.europa.eu/esco/concept/croatian-occupations/8264.22.3,rukovatelj/rukovateljica strojem za bojadisanje pređe,,skos:closeMatch
http://data.europa.eu/esco/occupation/1092dd4c-b96b-4b3f-87fe-4a9e8d1937fb,sveučilišni asistent/sveučilišna asistentica,http://data.europa.eu/esco/occupation/1092dd4c-b96b-4b3f-87fe-4a9e8d1937fb,http://data.europa.eu/esco/concept/croatian-occupations/2312.25.8,Sveučilišni asistent/sveučilišna asistentica mehanike,,skos:narrowMatch
http://data.europa.eu/esco/occupation/f8d14b95-6a36-4290-b226-2342e236406e,urednik/urednica časopisa,http://data.europa.eu/esco/occupation/f8d14b95-6a36-4290-b226-2342e236406e,http://data.europa.eu/esco/concept/croatian-occupations/2149.62.7,Grafički urednik/grafička urednica,,skos:narrowMatch
http://data.europa.eu/esco/occupation/69bcbb0a-8d80-4ecd-b0a4-9adea2a40de2,grafički dizajner/grafička dizajnerica,http://data.europa.eu/esco/occupation/69bcbb0a-8d80-4ecd-b0a4-9adea2a40de2,http://data.europa.eu/esco/concept/croatian-occupations/2149.64.8,Istraživač/istraživačica grafičke tehnologije,,skos:closeMatch
http://data.europa.eu/esco/occupation/fb18dfef-2b90-4219-8b39-a5fcddb8f238,radnik/radnica za kanalizaciju,http://data.europa.eu/esco/occupation/fb18dfef-2b90-4219-8b39-a5fcddb8f238,http://data.europa.eu/esco/concept/croatian-occupations/9312.12.1,radnik/radnica za uređenje kaptaža,,skos:narrowMatch
http://data.europa.eu/esco/occupation/3a15ec1b-9250-41a0-9344-feb2956481b7,vozač/vozačica trolejbusa,http://data.europa.eu/esco/occupation/3a15ec1b-9250-41a0-9344-feb2956481b7,http://data.europa.eu/esco/concept/croatian-occupations/8323.13.5,vozač/vozačica trolejbusa,,skos:exactMatch
http://data.europa.eu/esco/occupation/73d77554-2016-46fa-ac3d-44a02e8d1a89,radnik/radnica u gradnji kanalizacijskih sustava,http://data.europa.eu/esco/occupation/73d77554-2016-46fa-ac3d-44a02e8d1a89,http://data.europa.eu/esco/concept/croatian-occupations/7136.42.3,monter/monterka cjevovoda,,skos:closeMatch
http://data.europa.eu/esco/occupation/7ef064b1-aab8-4818-a468-8f17acbfd995,elektrotehničar/elektrotehničarka hidroelektrane,http://data.europa.eu/esco/occupation/7ef064b1-aab8-4818-a468-8f17acbfd995,http://data.europa.eu/esco/concept/croatian-occupations/3113.11.4,Elektrotehničar/elektrotehničarka za proizvodnju električne energije,,skos:closeMatch
http://data.europa.eu/esco/occupation/c85e39a4-2c40-413f-a171-45907ecdd599,menadžer/menadžerica za darovite osobe,http://data.europa.eu/esco/occupation/c85e39a4-2c40-413f-a171-45907ecdd599,http://data.europa.eu/esco/concept/croatian-occupations/3429.12.6,Posrednik/posrednica za sportaše,,skos:closeMatch
http://data.europa.eu/esco/occupation/1b123879-8f0d-4793-8069-3dc21a08921a,istraživač/istraživačica kemijskog inženjerstva,http://data.europa.eu/esco/occupation/1b123879-8f0d-4793-8069-3dc21a08921a,http://data.europa.eu/esco/concept/croatian-occupations/2146.51.8,Istraživač/istraživačica kemijske tehnologije,,skos:broadMatch
http://data.europa.eu/esco/occupation/866c7813-2c03-47d7-9bdc-192cfbace57c,programer /programerka korisničkog sučelja,http://data.europa.eu/esco/occupation/866c7813-2c03-47d7-9bdc-192cfbace57c,http://data.europa.eu/esco/concept/croatian-occupations/2131.36.7,Diplomirani programer/diplomirana programerka,,skos:broadMatch
http://data.europa.eu/esco/occupation/0bf5d25a-2b4d-43b5-b053-beeb210fa43a,predavač/predavačica medicine,http://data.europa.eu/esco/occupation/0bf5d25a-2b4d-43b5-b053-beeb210fa43a,http://data.europa.eu/esco/concept/croatian-occupations/2323.11.7,Profesor/profesorica osnovnih i socijalnih medicinskih znanosti,,skos:exactMatch
http://data.europa.eu/esco/occupation/11833a96-fc27-4b03-a53d-892ac891a2bb,tehničar/tehničarka u proizvodnji,http://data.europa.eu/esco/occupation/11833a96-fc27-4b03-a53d-892ac891a2bb,http://data.europa.eu/esco/concept/croatian-occupations/3115.69.4,Strojarski tehničar/strojarska tehničarka održavanja proizvodne opreme,,skos:narrowMatch
http://data.europa.eu/esco/occupation/88721b6c-d2ce-41c6-8878-73c0d3aacf39,vatrogasac/vatrogaskinja,http://data.europa.eu/esco/occupation/88721b6c-d2ce-41c6-8878-73c0d3aacf39,http://data.europa.eu/esco/concept/croatian-occupations/5161.11.3,Vatrogasac/vatrogasica,,skos:exactMatch
http://data.europa.eu/esco/occupation/a98f93a6-b1df-4759-88a9-3234f334afad,sitotiskar/sitotiskarica,http://data.europa.eu/esco/occupation/a98f93a6-b1df-4759-88a9-3234f334afad,http://data.europa.eu/esco/concept/croatian-occupations/7341.30.3,tiskar/tiskarica višebojnih otisaka,,skos:closeMatch
http://data.europa.eu/esco/occupation/862ed9e5-96ec-410d-a0fd-5206a05a7954,rukovatelj/rukovateljica uređajem za uklanjanje oštrih rubova na metalu,http://data.europa.eu/esco/occupation/862ed9e5-96ec-410d-a0fd-5206a05a7954,http://data.europa.eu/esco/concept/croatian-occupations/7224.33.5,"oštrač alata, specijalizirani/oštračica alata, specijalizirana",,skos:broadMatch
http://data.europa.eu/esco/occupation/7a0afb5e-f118-449a-82bd-d8b9230fd49f,rukovatelj/rukovateljica tunelskim bušilicama,http://data.europa.eu/esco/occupation/7a0afb5e-f118-449a-82bd-d8b9230fd49f,http://data.europa.eu/esco/concept/croatian-occupations/8113.29.2,pomoćni geobušač/pomoćna geobušačica,,skos:broadMatch
http://data.europa.eu/esco/occupation/5d9e63a2-8013-434e-9f92-3b3d54a0c320,rukovatelj/rukovateljica procesom pečenja,http://data.europa.eu/esco/occupation/5d9e63a2-8013-434e-9f92-3b3d54a0c320,http://data.europa.eu/esco/concept/croatian-occupations/8152.25.2,pomoćni rukovatelj/pomoćna rukovateljica peći za gips,,skos:narrowMatch
http://data.europa.eu/esco/occupation/7f346896-a4fb-47a1-9572-13398bc297a6,biljeter/biljeterka,http://data.europa.eu/esco/occupation/7f346896-a4fb-47a1-9572-13398bc297a6,http://data.europa.eu/esco/concept/croatian-occupations/9152.15.1,biljeter/biljeterka,,skos:exactMatch
http://data.europa.eu/esco/occupation/83191970-020d-4350-b2e0-be971533d286,predradnik/predradnica elektroničarka,http://data.europa.eu/esco/occupation/83191970-020d-4350-b2e0-be971533d286,http://data.europa.eu/esco/concept/croatian-occupations/3114.92.5,Predradnik elektroničar/predradnica elektroničarka u montaži,,skos:narrowMatch
http://data.europa.eu/esco/occupation/811595cc-3100-4ca0-b860-3a77349342ae,inženjer/inženjerka hidraulike,http://data.europa.eu/esco/occupation/811595cc-3100-4ca0-b860-3a77349342ae,http://data.europa.eu/esco/concept/croatian-occupations/2145.16.7,Projektant konstruktor/projektantica konstruktorica dizalica,,skos:exactMatch
http://data.europa.eu/esco/occupation/7720f392-6ea0-4455-a805-7b7eef38a709,kondukter/kondukterka,http://data.europa.eu/esco/occupation/7720f392-6ea0-4455-a805-7b7eef38a709,http://data.europa.eu/esco/concept/croatian-occupations/5112.12.3,Kondukter/kondukterka u cestovnome putničkom prometu,,skos:narrowMatch
http://data.europa.eu/esco/occupation/8918dda6-d99b-4572-a8ba-2a786bf5e4e9,izrađivač/izrađivačica lutaka,http://data.europa.eu/esco/occupation/8918dda6-d99b-4572-a8ba-2a786bf5e4e9,http://data.europa.eu/esco/isco/C7533,"Šivači/šivačice, vezilje i srodna zanimanja",,skos:broadMatch
http://data.europa.eu/esco/occupation/980c52f3-0054-45b1-a6f1-20ee8a1e8b9e,voditelj/voditeljica prodavaonice odjeće,http://data.europa.eu/esco/occupation/980c52f3-0054-45b1-a6f1-20ee8a1e8b9e,http://data.europa.eu/esco/concept/croatian-occupations/3415.15.6,Voditelj/voditeljica poslovnice prodaje,,skos:broadMatch
http://data.europa.eu/esco/isco/C8342,Rukovatelji/rukovateljice građevinskim i sličnim strojevima,http://data.europa.eu/esco/isco/C8342,http://data.europa.eu/esco/concept/croatian-occupations/8332.18.3,vozač/vozačica strojeva za ugradbu betonskih kolnika,,skos:narrowMatch
