Mapping project name,ESCO - RO NOC
Mapping project author,default-author
Mapping project version,N/A
Mapping project version date,2022-03-30
Classification 1 Name,Ocupații ESCO
Classification 1 Concept type,Occupation
Classification 1 Version,1.0.8
Classification 1 Language,ro
Classification 1 Landing page,https://ec.europa.eu/esco/portal/occupation
Classification 2 Name,Classification of Occupations in Romania COR
Classification 2 Concept type,unknown
Classification 2 Version,ISCO 08
Classification 2 Language,ro
Classification 2 Landing page,http://data.europa.eu/esco/concept/romanian-occupation/http://www.mmuncii.ro/j33/index.php/ro/2014-domenii/munca/c-o-r/20-munca/c-o-r/46-cor-isco-08


Classification 1 URI,Classification 1 PrefLabel,Classification 1 URL,Classification 2 URI,Classification 2 PrefLabel,Classification 2 URL,Mapping relation
http://data.europa.eu/esco/occupation/b476f45f-2c79-44d5-a4d7-fa357aa83074,ghid,http://data.europa.eu/esco/occupation/b476f45f-2c79-44d5-a4d7-fa357aa83074,http://data.europa.eu/esco/concept/romanian-occupation/511319,ghid turistic pentru pesteri amenajate,,skos:narrowMatch
http://data.europa.eu/esco/occupation/b476f45f-2c79-44d5-a4d7-fa357aa83074,ghid,http://data.europa.eu/esco/occupation/b476f45f-2c79-44d5-a4d7-fa357aa83074,http://data.europa.eu/esco/concept/romanian-occupation/511320,ghid canioning,,skos:narrowMatch
http://data.europa.eu/esco/isco/C5113,Ghizi,http://data.europa.eu/esco/isco/C5113,http://data.europa.eu/esco/concept/romanian-occupation/511313,insotitor grup turistic,,skos:narrowMatch
http://data.europa.eu/esco/isco/C5113,Ghizi,http://data.europa.eu/esco/isco/C5113,http://data.europa.eu/esco/concept/romanian-occupation/511318,insotitor speolog,,skos:narrowMatch
http://data.europa.eu/esco/occupation/7d8b3c73-20f8-467e-91e4-00378673a2cd,inspector în domeniul siguranței alimentelor/inspectoare în domeniul siguranței alimentelor,http://data.europa.eu/esco/occupation/7d8b3c73-20f8-467e-91e4-00378673a2cd,http://data.europa.eu/esco/concept/romanian-occupation/343405,inspector calitate productie culinara,,skos:closeMatch
http://data.europa.eu/esco/occupation/fbf3aefb-70ff-440b-8724-bac3ed5e2c93,tehnician forestier,http://data.europa.eu/esco/occupation/fbf3aefb-70ff-440b-8724-bac3ed5e2c93,http://data.europa.eu/esco/concept/romanian-occupation/314304,tehnician silvic-cercetare,,skos:exactMatch
http://data.europa.eu/esco/occupation/fbf3aefb-70ff-440b-8724-bac3ed5e2c93,tehnician forestier,http://data.europa.eu/esco/occupation/fbf3aefb-70ff-440b-8724-bac3ed5e2c93,http://data.europa.eu/esco/concept/romanian-occupation/314308,tehnician proiectant in reconstructia ecologica,,skos:exactMatch
http://data.europa.eu/esco/occupation/fbf3aefb-70ff-440b-8724-bac3ed5e2c93,tehnician forestier,http://data.europa.eu/esco/occupation/fbf3aefb-70ff-440b-8724-bac3ed5e2c93,http://data.europa.eu/esco/concept/romanian-occupation/314306,tehnician cadastru forestier,,skos:exactMatch
http://data.europa.eu/esco/occupation/fbf3aefb-70ff-440b-8724-bac3ed5e2c93,tehnician forestier,http://data.europa.eu/esco/occupation/fbf3aefb-70ff-440b-8724-bac3ed5e2c93,http://data.europa.eu/esco/concept/romanian-occupation/314307,tehnician amenajist,,skos:exactMatch
http://data.europa.eu/esco/occupation/fbf3aefb-70ff-440b-8724-bac3ed5e2c93,tehnician forestier,http://data.europa.eu/esco/occupation/fbf3aefb-70ff-440b-8724-bac3ed5e2c93,http://data.europa.eu/esco/concept/romanian-occupation/314305,tehnician in reconstructia ecologica,,skos:exactMatch
http://data.europa.eu/esco/occupation/fbf3aefb-70ff-440b-8724-bac3ed5e2c93,tehnician forestier,http://data.europa.eu/esco/occupation/fbf3aefb-70ff-440b-8724-bac3ed5e2c93,http://data.europa.eu/esco/concept/romanian-occupation/314309,maistru silvic,,skos:broadMatch
http://data.europa.eu/esco/occupation/fbf3aefb-70ff-440b-8724-bac3ed5e2c93,tehnician forestier,http://data.europa.eu/esco/occupation/fbf3aefb-70ff-440b-8724-bac3ed5e2c93,http://data.europa.eu/esco/concept/romanian-occupation/314310,brigadier silvic,,skos:broadMatch
http://data.europa.eu/esco/occupation/fbf3aefb-70ff-440b-8724-bac3ed5e2c93,tehnician forestier,http://data.europa.eu/esco/occupation/fbf3aefb-70ff-440b-8724-bac3ed5e2c93,http://data.europa.eu/esco/concept/romanian-occupation/314311,padurar,,skos:broadMatch
http://data.europa.eu/esco/occupation/f489b1ec-3d6c-44b1-b1d7-c6c97db7df30,protecționist silvic,http://data.europa.eu/esco/occupation/f489b1ec-3d6c-44b1-b1d7-c6c97db7df30,http://data.europa.eu/esco/concept/romanian-occupation/621005,pepinierist,,skos:broadMatch
http://data.europa.eu/esco/occupation/f489b1ec-3d6c-44b1-b1d7-c6c97db7df30,protecționist silvic,http://data.europa.eu/esco/occupation/f489b1ec-3d6c-44b1-b1d7-c6c97db7df30,http://data.europa.eu/esco/concept/romanian-occupation/621007,protectionist silvic,,skos:narrowMatch
http://data.europa.eu/esco/occupation/f489b1ec-3d6c-44b1-b1d7-c6c97db7df30,protecționist silvic,http://data.europa.eu/esco/occupation/f489b1ec-3d6c-44b1-b1d7-c6c97db7df30,http://data.europa.eu/esco/concept/romanian-occupation/621004,muncitor plantatii si amenajare zona verde,,skos:narrowMatch
http://data.europa.eu/esco/occupation/773cf1de-50a4-42e7-bab1-e68dcbae3f54,muncitor forestier necalificat/muncitoare forestieră necalificată,http://data.europa.eu/esco/occupation/773cf1de-50a4-42e7-bab1-e68dcbae3f54,http://data.europa.eu/esco/concept/romanian-occupation/921501,ingrijitor pomi,,skos:exactMatch
http://data.europa.eu/esco/occupation/773cf1de-50a4-42e7-bab1-e68dcbae3f54,muncitor forestier necalificat/muncitoare forestieră necalificată,http://data.europa.eu/esco/occupation/773cf1de-50a4-42e7-bab1-e68dcbae3f54,http://data.europa.eu/esco/concept/romanian-occupation/921502,muncitor necalificat in silvicultura,,skos:exactMatch
http://data.europa.eu/esco/occupation/f489b1ec-3d6c-44b1-b1d7-c6c97db7df30,protecționist silvic,http://data.europa.eu/esco/occupation/f489b1ec-3d6c-44b1-b1d7-c6c97db7df30,http://data.europa.eu/esco/concept/romanian-occupation/621009,rezinator,,skos:closeMatch
http://data.europa.eu/esco/occupation/f489b1ec-3d6c-44b1-b1d7-c6c97db7df30,protecționist silvic,http://data.europa.eu/esco/occupation/f489b1ec-3d6c-44b1-b1d7-c6c97db7df30,http://data.europa.eu/esco/concept/romanian-occupation/621003,fasonator mecanic (cherestea),,skos:closeMatch
http://data.europa.eu/esco/occupation/f489b1ec-3d6c-44b1-b1d7-c6c97db7df30,protecționist silvic,http://data.europa.eu/esco/occupation/f489b1ec-3d6c-44b1-b1d7-c6c97db7df30,http://data.europa.eu/esco/concept/romanian-occupation/621011,stivuitor si receptioner silvic,,skos:closeMatch
http://data.europa.eu/esco/occupation/f489b1ec-3d6c-44b1-b1d7-c6c97db7df30,protecționist silvic,http://data.europa.eu/esco/occupation/f489b1ec-3d6c-44b1-b1d7-c6c97db7df30,http://data.europa.eu/esco/concept/romanian-occupation/621012,taietor silvic,,skos:closeMatch
http://data.europa.eu/esco/occupation/f489b1ec-3d6c-44b1-b1d7-c6c97db7df30,protecționist silvic,http://data.europa.eu/esco/occupation/f489b1ec-3d6c-44b1-b1d7-c6c97db7df30,http://data.europa.eu/esco/concept/romanian-occupation/621013,preparator mangal,,skos:closeMatch
http://data.europa.eu/esco/occupation/f489b1ec-3d6c-44b1-b1d7-c6c97db7df30,protecționist silvic,http://data.europa.eu/esco/occupation/f489b1ec-3d6c-44b1-b1d7-c6c97db7df30,http://data.europa.eu/esco/concept/romanian-occupation/621014,mangalizator,,skos:closeMatch
http://data.europa.eu/esco/occupation/f489b1ec-3d6c-44b1-b1d7-c6c97db7df30,protecționist silvic,http://data.europa.eu/esco/occupation/f489b1ec-3d6c-44b1-b1d7-c6c97db7df30,http://data.europa.eu/esco/concept/romanian-occupation/621002,carbonitor,,skos:closeMatch
http://data.europa.eu/esco/occupation/b05f53db-b6b0-49bc-aa0c-1790c8c7012b,lucrător la instalații de ridicat/lucrătoare la instalații de ridicat,http://data.europa.eu/esco/occupation/b05f53db-b6b0-49bc-aa0c-1790c8c7012b,http://data.europa.eu/esco/concept/romanian-occupation/721501,mecanic-montator   instalatii   cu   cablu   in   silvicultura   si   exploatariforestiere,,skos:narrowMatch
http://data.europa.eu/esco/isco/C7522,Ebeniști și asimilați,http://data.europa.eu/esco/isco/C7522,http://data.europa.eu/esco/concept/romanian-occupation/752209,corhanitor,,skos:narrowMatch
http://data.europa.eu/esco/isco/C8172,Operatori la instalațiile de prelucrare a lemnului,http://data.europa.eu/esco/isco/C8172,http://data.europa.eu/esco/concept/romanian-occupation/817236,operator la recoltarea si toaletarea arborilor forestieri,,skos:narrowMatch
http://data.europa.eu/esco/occupation/699057b7-7aeb-4b5c-bb90-01d935ff32c1,operator de mașini forestiere/operatoare de mașini forestiere,http://data.europa.eu/esco/occupation/699057b7-7aeb-4b5c-bb90-01d935ff32c1,http://data.europa.eu/esco/concept/romanian-occupation/834103,motorist la motoagregate si masini in silvicultura,,skos:broadMatch
http://data.europa.eu/esco/occupation/699057b7-7aeb-4b5c-bb90-01d935ff32c1,operator de mașini forestiere/operatoare de mașini forestiere,http://data.europa.eu/esco/occupation/699057b7-7aeb-4b5c-bb90-01d935ff32c1,http://data.europa.eu/esco/concept/romanian-occupation/834106,operator la colectatul si manipulatul lemnului,,skos:broadMatch
http://data.europa.eu/esco/occupation/8f9b20ff-86b3-478c-8054-73a220973d6f,funicularist/funicularistă,http://data.europa.eu/esco/occupation/8f9b20ff-86b3-478c-8054-73a220973d6f,http://data.europa.eu/esco/concept/romanian-occupation/834303,funicularist,,skos:exactMatch
http://data.europa.eu/esco/occupation/8f9b20ff-86b3-478c-8054-73a220973d6f,funicularist/funicularistă,http://data.europa.eu/esco/occupation/8f9b20ff-86b3-478c-8054-73a220973d6f,http://data.europa.eu/esco/concept/romanian-occupation/834307,"funicularist, funiculare pasagere",,skos:broadMatch
http://data.europa.eu/esco/occupation/773cf1de-50a4-42e7-bab1-e68dcbae3f54,muncitor forestier necalificat/muncitoare forestieră necalificată,http://data.europa.eu/esco/occupation/773cf1de-50a4-42e7-bab1-e68dcbae3f54,http://data.europa.eu/esco/concept/romanian-occupation/921503,taietor manual lemn de foc,,skos:exactMatch
http://data.europa.eu/esco/occupation/0e68f523-3206-4896-b725-44150dd22057,"maistru în industriile textilă, pielărie",http://data.europa.eu/esco/occupation/0e68f523-3206-4896-b725-44150dd22057,http://data.europa.eu/esco/concept/romanian-occupation/311911,"maistru in industriile textila, pielarie",,skos:closeMatch
http://data.europa.eu/esco/occupation/59dae100-fdfe-44bd-8bd8-a0d3cd813ce4,tehnolog producție încălțăminte,http://data.europa.eu/esco/occupation/59dae100-fdfe-44bd-8bd8-a0d3cd813ce4,http://data.europa.eu/esco/concept/romanian-occupation/311914,tehnician in industria incaltamintei,,skos:broadMatch
http://data.europa.eu/esco/occupation/a645b7e5-dfa8-4cce-938f-2d6395a6b51d,tehnician fabricare articole marochinărie/tehniciană fabricare articole marochinărie,http://data.europa.eu/esco/occupation/a645b7e5-dfa8-4cce-938f-2d6395a6b51d,http://data.europa.eu/esco/concept/romanian-occupation/311915,tehnician in industria pielariei,,skos:broadMatch
http://data.europa.eu/esco/occupation/4b8dced3-ac9e-445d-8787-e07daf52e295,tehnician de laborator în industria pielăriei/tehniciană de laborator în industria pielăriei,http://data.europa.eu/esco/occupation/4b8dced3-ac9e-445d-8787-e07daf52e295,http://data.europa.eu/esco/concept/romanian-occupation/311918,"laborant in industriile textila, pielarie",,skos:closeMatch
http://data.europa.eu/esco/occupation/72d03aad-2003-404e-ae71-a37206e3566b,marochiner-confecționer marochinărie,http://data.europa.eu/esco/occupation/72d03aad-2003-404e-ae71-a37206e3566b,http://data.europa.eu/esco/concept/romanian-occupation/731804,decorator in piele,,skos:closeMatch
http://data.europa.eu/esco/occupation/24e9f120-eae8-411a-8daf-c48e8ae2f5f6,asamblor-montator articole marochinărie,http://data.europa.eu/esco/occupation/24e9f120-eae8-411a-8daf-c48e8ae2f5f6,http://data.europa.eu/esco/concept/romanian-occupation/753601,"cizmar - confectioner incaltaminte, dupa comanda",,skos:broadMatch
http://data.europa.eu/esco/occupation/72d03aad-2003-404e-ae71-a37206e3566b,marochiner-confecționer marochinărie,http://data.europa.eu/esco/occupation/72d03aad-2003-404e-ae71-a37206e3566b,http://data.europa.eu/esco/concept/romanian-occupation/753602,confectioner articole din piele si inlocuitori,,skos:narrowMatch
http://data.europa.eu/esco/occupation/15419750-d6e6-4ab8-a77b-b42794f2e168,confecționer încălțăminte ortopedică/confecționeră încălțăminte ortopedică,http://data.europa.eu/esco/occupation/15419750-d6e6-4ab8-a77b-b42794f2e168,http://data.europa.eu/esco/concept/romanian-occupation/753603,confectioner incaltaminte ortopedica,,skos:broadMatch
http://data.europa.eu/esco/occupation/15419750-d6e6-4ab8-a77b-b42794f2e168,confecționer încălțăminte ortopedică/confecționeră încălțăminte ortopedică,http://data.europa.eu/esco/occupation/15419750-d6e6-4ab8-a77b-b42794f2e168,http://data.europa.eu/esco/concept/romanian-occupation/753606,opincar,,skos:closeMatch
http://data.europa.eu/esco/occupation/dc9b98da-c389-4caf-a21a-c6f8c530c0bf,reparator încălțăminte/reparatoare încălțăminte,http://data.europa.eu/esco/occupation/dc9b98da-c389-4caf-a21a-c6f8c530c0bf,http://data.europa.eu/esco/concept/romanian-occupation/753607,talpuitor (confectioner - reparatii incaltaminte),,skos:closeMatch
http://data.europa.eu/esco/occupation/3da8ee8c-ab60-4feb-ab5b-3ba31ef9ec1f,operator la mașini și utilaje pentru prelucrarea pieilor și blănurilor/operatoare la mașini și utilaje pentru prelucrarea pieilor și blănurilor,http://data.europa.eu/esco/occupation/3da8ee8c-ab60-4feb-ab5b-3ba31ef9ec1f,http://data.europa.eu/esco/concept/romanian-occupation/815507,operator sortator in industria pielariei,,skos:closeMatch
http://data.europa.eu/esco/occupation/1b4e795d-6e49-4b7b-bb34-585edfd6eb18,operator la mașini și utilaje din industria încălțămintei/operator la mașini și utilaje din industria încălțămintei,http://data.europa.eu/esco/occupation/1b4e795d-6e49-4b7b-bb34-585edfd6eb18,http://data.europa.eu/esco/concept/romanian-occupation/815601,operator la prepararea talpii de incaltaminte din fibre,,skos:closeMatch
http://data.europa.eu/esco/isco/C8156,Operatori la mașini și utilaje din industria încălțămintei,http://data.europa.eu/esco/isco/C8156,http://data.europa.eu/esco/concept/romanian-occupation/815602,operator  la  confectionarea  industriala  a  articolelor  din  cauciuc  sitextile cauciucate,,skos:narrowMatch
http://data.europa.eu/esco/occupation/1b4e795d-6e49-4b7b-bb34-585edfd6eb18,operator la mașini și utilaje din industria încălțămintei/operator la mașini și utilaje din industria încălțămintei,http://data.europa.eu/esco/occupation/1b4e795d-6e49-4b7b-bb34-585edfd6eb18,http://data.europa.eu/esco/concept/romanian-occupation/815603,croitor-stantator piese incaltaminte,,skos:closeMatch
http://data.europa.eu/esco/occupation/1b4e795d-6e49-4b7b-bb34-585edfd6eb18,operator la mașini și utilaje din industria încălțămintei/operator la mașini și utilaje din industria încălțămintei,http://data.europa.eu/esco/occupation/1b4e795d-6e49-4b7b-bb34-585edfd6eb18,http://data.europa.eu/esco/concept/romanian-occupation/815604,pregatitor piese incaltaminte,,skos:closeMatch
http://data.europa.eu/esco/occupation/1b4e795d-6e49-4b7b-bb34-585edfd6eb18,operator la mașini și utilaje din industria încălțămintei/operator la mașini și utilaje din industria încălțămintei,http://data.europa.eu/esco/occupation/1b4e795d-6e49-4b7b-bb34-585edfd6eb18,http://data.europa.eu/esco/concept/romanian-occupation/815605,cusator piese din piele si inlocuitori,,skos:closeMatch
http://data.europa.eu/esco/occupation/16d7bae5-503e-4e19-bc8b-619c9bcf5c4f,trăgător fețe pe calapod/trăgătoare fețe pe calapod,http://data.europa.eu/esco/occupation/16d7bae5-503e-4e19-bc8b-619c9bcf5c4f,http://data.europa.eu/esco/concept/romanian-occupation/815606,tragator fete pe calapod,,skos:broadMatch
http://data.europa.eu/esco/occupation/4a246568-007e-46a8-a151-b98082ed6b50,operator la fabricarea tălpilor și a tocurilor/operatoare la fabricarea tălpilor și a tocurilor,http://data.europa.eu/esco/occupation/4a246568-007e-46a8-a151-b98082ed6b50,http://data.europa.eu/esco/concept/romanian-occupation/815607,talpuitor industrial,,skos:broadMatch
http://data.europa.eu/esco/isco/C8156,Operatori la mașini și utilaje din industria încălțămintei,http://data.europa.eu/esco/isco/C8156,http://data.europa.eu/esco/concept/romanian-occupation/815608,finisor incaltaminte,,skos:narrowMatch
http://data.europa.eu/esco/occupation/21a33619-1959-42e6-8478-64a930f7f225,vopsitor îmbrăcăminte din blană/vopsitoare îmbrăcăminte din blană,http://data.europa.eu/esco/occupation/21a33619-1959-42e6-8478-64a930f7f225,http://data.europa.eu/esco/concept/romanian-occupation/815508,vopsitor imbracaminte din blana,,skos:broadMatch
