Mapping project name,ESCO - SK NOC
Mapping project author,default-author
Mapping project version,N/A
Mapping project version date,2022-06-07
Classification 1 Name,Povolania ESCO
Classification 1 Concept type,Occupation
Classification 1 Version,1.0.8
Classification 1 Language,sk
Classification 1 Landing page,https://ec.europa.eu/esco/portal/occupation
Classification 2 Name,Klasifikácia zamestnaní SK ISCO-08
Classification 2 Concept type,unknown
Classification 2 Version,2020
Classification 2 Language,sk
Classification 2 Landing page,


Classification 1 URI,Classification 1 PrefLabel,Classification 1 URL,Classification 2 ID,Classification 2 PrefLabel,Classification 2 URL,Mapping relation
http://data.europa.eu/esco/occupation/b1ab3572-fa2f-4624-8eac-3c3d986d237b,reklamný textár/reklamná textárka,http://data.europa.eu/esco/occupation/b1ab3572-fa2f-4624-8eac-3c3d986d237b,2431.004,Reklamný textár,,skos:exactMatch
http://data.europa.eu/esco/occupation/d00b4607-c4fe-4f3e-8974-29401e23223c,riadiaci pracovník/riadiaca pracovníčka v oblasti sociálneho zabezpečenia,http://data.europa.eu/esco/occupation/d00b4607-c4fe-4f3e-8974-29401e23223c,1213,Riadiaci pracovníci (manažéri) v oblasti stratégie a plánovania,,skos:broadMatch
http://data.europa.eu/esco/occupation/4e3fede9-5522-4624-91bc-b59c79fada02,špecialista/špecialistka na baliace stroje a zariadenia,http://data.europa.eu/esco/occupation/4e3fede9-5522-4624-91bc-b59c79fada02,2144.003,"Strojársky špecialista konštruktér, projektant",,skos:broadMatch
http://data.europa.eu/esco/occupation/dab9c6dd-8efb-4fe2-8b10-477ef2bcfd8b,vysokoškolský pedagóg/vysokoškolská pedagogička v odbore matematika,http://data.europa.eu/esco/occupation/dab9c6dd-8efb-4fe2-8b10-477ef2bcfd8b,2310.006,Hosťujúci profesor,,skos:broadMatch
http://data.europa.eu/esco/occupation/8a42240b-2b5c-4f6f-8787-f0547fbc46c5,súkromný pilot/súkromná pilotka,http://data.europa.eu/esco/occupation/8a42240b-2b5c-4f6f-8787-f0547fbc46c5,3153.001,Pilot,,skos:broadMatch
http://data.europa.eu/esco/occupation/b3ebf55f-5e50-4262-946a-f08d7fbe29b2,vysokoškolský pedagóg/vysokoškolská pedagogička v odbore zdravotná starostlivosť,http://data.europa.eu/esco/occupation/b3ebf55f-5e50-4262-946a-f08d7fbe29b2,2310.001,Profesor,,skos:broadMatch
http://data.europa.eu/esco/occupation/46f9d58f-11bd-4d96-b000-ff4490d3009b,učiteľ/učiteľka odborných predmetov v oblasti priemyselného výtvarníctva,http://data.europa.eu/esco/occupation/46f9d58f-11bd-4d96-b000-ff4490d3009b,2320.003,Učiteľ odborných vyučovacích predmetov strednej odbornej školy,,skos:broadMatch
http://data.europa.eu/esco/isco/C5419,Pracovníci verejnej ochrany a bezpečnostných služieb inde neuvedení,http://data.europa.eu/esco/isco/C5419,5419.004,Poriečny,,skos:narrowMatch
http://data.europa.eu/esco/occupation/5a0ff408-e1df-424b-a2d6-4b475a516f2a,technik/technička scény,http://data.europa.eu/esco/occupation/5a0ff408-e1df-424b-a2d6-4b475a516f2a,3521.021,Technik scény,,skos:exactMatch
http://data.europa.eu/esco/occupation/f0e1cc13-48e0-4995-8699-ee43467bce0d,stredoškolský učiteľ/stredoškolská učiteľka matematiky,http://data.europa.eu/esco/occupation/f0e1cc13-48e0-4995-8699-ee43467bce0d,2330.005,Učiteľ strednej športovej školy,,skos:broadMatch
http://data.europa.eu/esco/occupation/84931290-ad27-45ad-b611-9556c5facbdb,koordinátor/koordinátorka podujatí,http://data.europa.eu/esco/occupation/84931290-ad27-45ad-b611-9556c5facbdb,3332.004,Kultúrno-osvetový pracovník,,skos:broadMatch
http://data.europa.eu/esco/occupation/c0749528-ee2a-41bd-a1f6-c13825b5e569,automechanik/automechanička havarijnej služby,http://data.europa.eu/esco/occupation/c0749528-ee2a-41bd-a1f6-c13825b5e569,7231.001,Automechanik osobných motorových vozidiel,,skos:broadMatch
http://data.europa.eu/esco/occupation/79fed799-ab3a-43d9-bd91-414c2c3b2f57,nástrojár špecialista/nástrojárka špecialistka,http://data.europa.eu/esco/occupation/79fed799-ab3a-43d9-bd91-414c2c3b2f57,2144.003,"Strojársky špecialista konštruktér, projektant",,skos:broadMatch
http://data.europa.eu/esco/occupation/00ab29a3-6d4a-4df9-b46d-de31069e36e8,banský geometer/banská geometrička,http://data.europa.eu/esco/occupation/00ab29a3-6d4a-4df9-b46d-de31069e36e8,2146.006,Banský merač,,skos:exactMatch
http://data.europa.eu/esco/isco/C3117,Banskí a hutnícki technici,http://data.europa.eu/esco/isco/C3117,3117.010,Zlievarenský technik normovač,,skos:narrowMatch
http://data.europa.eu/esco/occupation/375a4d32-0950-45db-9d85-3fc2a86f1d85,obslužný pracovník/obslužná pracovníčka zariadenia na konverziu škrobu,http://data.europa.eu/esco/occupation/375a4d32-0950-45db-9d85-3fc2a86f1d85,8160.015,Operátor zariadenia na výrobu škrobu a škrobových výrobkov,,skos:broadMatch
http://data.europa.eu/esco/occupation/59a02420-91df-4e46-b37b-22e3fd8c11f0,vysokoškolský pedagóg/vysokoškolská pedagogička v odbore fyzika,http://data.europa.eu/esco/occupation/59a02420-91df-4e46-b37b-22e3fd8c11f0,2310.006,Hosťujúci profesor,,skos:broadMatch
http://data.europa.eu/esco/occupation/3ae7c42b-7929-402f-bcbc-882b8679abf4,"špecialista/špecialistka v oblasti dovozu a vývozu železiarskeho tovaru, inštalatérskych a vykurovacích zariadení",http://data.europa.eu/esco/occupation/3ae7c42b-7929-402f-bcbc-882b8679abf4,3331.001,Agent a disponent prepravy,,skos:broadMatch
http://data.europa.eu/esco/isco/C1330,Riadiaci pracovníci (manažéri) v oblasti informačných a komunikačných technológií,http://data.europa.eu/esco/isco/C1330,1330.999,Riadiaci pracovník (manažér) v oblasti IKT inde neuvedený,,skos:narrowMatch
http://data.europa.eu/esco/occupation/4553ecf8-1f0c-4bf1-8718-d8a6b95d6fc2,inštruktor/inštruktorka predmetov v oblasti leteckej prevádzky,http://data.europa.eu/esco/occupation/4553ecf8-1f0c-4bf1-8718-d8a6b95d6fc2,2320.002,Lektor ďalšieho vzdelávania,,skos:broadMatch
http://data.europa.eu/esco/occupation/94e0bedd-e56e-42be-a5a4-b74a260f437c,vedúci/vedúca oddelenia,http://data.europa.eu/esco/occupation/94e0bedd-e56e-42be-a5a4-b74a260f437c,1219.005,Riadiaci pracovník (manažér) v oblasti kontroly,,skos:narrowMatch
http://data.europa.eu/esco/isco/C2423,Špecialisti v oblasti personalistiky,http://data.europa.eu/esco/isco/C2423,2423.009,Poradca pre vekový manažment,,skos:narrowMatch
http://data.europa.eu/esco/occupation/165f32b8-756a-4ef3-87f1-83fbbdc60db7,operátor/operátorka stroja na miešanie pesticídov,http://data.europa.eu/esco/occupation/165f32b8-756a-4ef3-87f1-83fbbdc60db7,8131.001,"Operátor zariadenia v chemickej výrobe (okrem gumy, plastov a farmaceutickej výroby)",,skos:broadMatch
http://data.europa.eu/esco/occupation/21de0f3b-a71a-4263-a9ba-90c5f3721b4d,finančný plánovač/finančná plánovačka,http://data.europa.eu/esco/occupation/21de0f3b-a71a-4263-a9ba-90c5f3721b4d,2412.001,Finančný poradca,,skos:exactMatch
http://data.europa.eu/esco/occupation/f88fb9dd-5a46-4086-a284-b1992174e55c,vedúci/vedúca predajne okuliarov a optických pomôcok,http://data.europa.eu/esco/occupation/f88fb9dd-5a46-4086-a284-b1992174e55c,1420.000,Riadiaci pracovník (manažér) obchodnej prevádzky,,skos:broadMatch
http://data.europa.eu/esco/occupation/b06a1dde-e5a1-4219-9491-2bedd0282e4b,spisovateľ/spisovateľka,http://data.europa.eu/esco/occupation/b06a1dde-e5a1-4219-9491-2bedd0282e4b,2641.003,Dramatik,,skos:narrowMatch
http://data.europa.eu/esco/occupation/48c8eccb-4bd0-487e-a187-4953cbbe956e,animátor/animátorka,http://data.europa.eu/esco/occupation/48c8eccb-4bd0-487e-a187-4953cbbe956e,2166.005,Animátor (tvorca animácie),,skos:exactMatch
http://data.europa.eu/esco/occupation/0b5dfc02-b825-4445-811d-d39ed442657e,záchranár/záchranárka rýchlej zdravotnej pomoci,http://data.europa.eu/esco/occupation/0b5dfc02-b825-4445-811d-d39ed442657e,3258.001,Zdravotnícky záchranár bez špecializácie,,skos:exactMatch
http://data.europa.eu/esco/occupation/3af4d6be-90b5-41f6-be06-3330dab3df73,výskumný pracovník/výskumná pracovníčka v oblasti sociálnej práce,http://data.europa.eu/esco/occupation/3af4d6be-90b5-41f6-be06-3330dab3df73,2632.001,Sociológ,,skos:broadMatch
http://data.europa.eu/esco/occupation/773e5ea3-235b-4e72-afc5-290dd841eed8,interiérový poradca/interiérová poradkyňa,http://data.europa.eu/esco/occupation/773e5ea3-235b-4e72-afc5-290dd841eed8,3432.001,Interiérový dizajnér,,skos:broadMatch
http://data.europa.eu/esco/occupation/4c86c7c1-0839-456e-856f-65396d1f39d7,operátor/operátorka navíjacieho stroja,http://data.europa.eu/esco/occupation/4c86c7c1-0839-456e-856f-65396d1f39d7,8151.006,Operátor navliekania osnov,,skos:broadMatch
http://data.europa.eu/esco/occupation/d2078576-9c43-40f7-bf52-356f53d650fd,"triedič/triedička koží, usní a kožiek",http://data.europa.eu/esco/occupation/d2078576-9c43-40f7-bf52-356f53d650fd,7531,"Pánski a dámski krajčíri, kožušníci a klobučníci",,skos:broadMatch
http://data.europa.eu/esco/occupation/4d750b7f-f40d-447c-ba90-f5fb0ee9ef27,úradník/úradníčka v oblasti sociálneho zabezpečenia,http://data.europa.eu/esco/occupation/4d750b7f-f40d-447c-ba90-f5fb0ee9ef27,3353.006,Odborný pracovník výberu poistného v oblasti sociálneho poistenia,,skos:narrowMatch
http://data.europa.eu/esco/occupation/5e175ee2-6b07-4f1d-8f5e-962c36ab7bb6,člen/členka justičnej stráže,http://data.europa.eu/esco/occupation/5e175ee2-6b07-4f1d-8f5e-962c36ab7bb6,5413.002,Pracovník justičnej stráže,,skos:exactMatch
http://data.europa.eu/esco/occupation/eb9479c6-5fdf-4f45-ace4-28b547b8c7e5,manažér/manažérka v priemyselnej výrobe,http://data.europa.eu/esco/occupation/eb9479c6-5fdf-4f45-ace4-28b547b8c7e5,1321.003,Riadiaci pracovník (manažér) v kožiarskej a obuvníckej výrobe,,skos:narrowMatch
http://data.europa.eu/esco/occupation/2dcd3361-4c9b-4feb-a561-62257d6b31dd,veľkoobchodný sprostredkovateľ/veľkoobchodná sprostredkovateľka v oblasti elektronických a telekomunikačných zariadení a ich dielov,http://data.europa.eu/esco/occupation/2dcd3361-4c9b-4feb-a561-62257d6b31dd,3324.000,Obchodný sprostredkovateľ,,skos:broadMatch
http://data.europa.eu/esco/occupation/d907b046-682b-45fa-bdd0-d2ed7a382670,špecialista/špecialistka v oblasti dovozu a vývozu tabakových výrobkov,http://data.europa.eu/esco/occupation/d907b046-682b-45fa-bdd0-d2ed7a382670,3331.001,Agent a disponent prepravy,,skos:broadMatch
http://data.europa.eu/esco/occupation/0959cd1d-f6c8-4362-939a-ad7d5f75d659,vysokoškolský pedagóg/vysokoškolská pedagogička v odbore ekonómia,http://data.europa.eu/esco/occupation/0959cd1d-f6c8-4362-939a-ad7d5f75d659,2310.006,Hosťujúci profesor,,skos:broadMatch
http://data.europa.eu/esco/occupation/53c7756d-4114-4c7f-90b0-26717f458ac5,mechanik/mechanička pneumatických systémov,http://data.europa.eu/esco/occupation/53c7756d-4114-4c7f-90b0-26717f458ac5,7233,"Mechanici, opravári poľnohospodárskych, ťažobných a priemyselných strojov a zariadení",,skos:broadMatch
http://data.europa.eu/esco/occupation/5f84de7d-5008-45c4-a993-8066388e0756,triedič/triedička listov,http://data.europa.eu/esco/occupation/5f84de7d-5008-45c4-a993-8066388e0756,7516.000,Spracovateľ tabaku a výrobca tabakových výrobkov,,skos:broadMatch
http://data.europa.eu/esco/occupation/2ae275fe-4f11-4a38-9e95-d466d74b42a3,policajný náčelník/policajná náčelníčka,http://data.europa.eu/esco/occupation/2ae275fe-4f11-4a38-9e95-d466d74b42a3,1112.004,Najvyšší predstaviteľ štátneho orgánu v oblasti bezpečnosti a ochrany,,skos:broadMatch
http://data.europa.eu/esco/occupation/8d3fd879-986d-42e7-bf67-c3c415592fe3,odlievač/odlievačka betónových prefabrikátov,http://data.europa.eu/esco/occupation/8d3fd879-986d-42e7-bf67-c3c415592fe3,8114.003,Operátor strojov a zariadení na výrobu betónu,,skos:broadMatch
http://data.europa.eu/esco/occupation/f0978ec0-ae7d-4c4a-8f80-3fd200edddac,kontrolór/kontrolórka kvality v stavebníctve,http://data.europa.eu/esco/occupation/f0978ec0-ae7d-4c4a-8f80-3fd200edddac,7543.016,"Kvalitár, kontrolór v stavebníctve",,skos:narrowMatch
http://data.europa.eu/esco/occupation/3da8ee8c-ab60-4feb-ab5b-3ba31ef9ec1f,operátor/operátorka zariadenia na úpravu kože,http://data.europa.eu/esco/occupation/3da8ee8c-ab60-4feb-ab5b-3ba31ef9ec1f,8155.000,Operátor zariadenia na úpravu kožušín a kože,,skos:exactMatch
http://data.europa.eu/esco/occupation/5a16dff6-ca31-4a39-85dd-4b5aa0f45419,posunovač/posunovačka,http://data.europa.eu/esco/occupation/5a16dff6-ca31-4a39-85dd-4b5aa0f45419,8312.001,"Pracovník riadenia železničnej dopravy (posunovač, signalista, výhybkár, dozorca výhybiek, hradlár, hlásič, závorár)",,skos:broadMatch
http://data.europa.eu/esco/occupation/6b5e5aa6-9bf7-47e6-90d2-4d2187d47d11,odborný referent/odborná referentka pre migračnú politiku,http://data.europa.eu/esco/occupation/6b5e5aa6-9bf7-47e6-90d2-4d2187d47d11,2422,Špecialisti v oblasti stratégie a rozvoja,,skos:broadMatch
http://data.europa.eu/esco/occupation/b972feaa-e2a6-4b22-9de4-18040f3f04eb,pracovník/pracovníčka požičovne poľnohospodárskych strojov a zariadení,http://data.europa.eu/esco/occupation/b972feaa-e2a6-4b22-9de4-18040f3f04eb,5249,Pracovníci v oblasti predaja inde neuvedení,,skos:broadMatch
http://data.europa.eu/esco/occupation/9deee896-be9b-4aac-b55e-ceff1a7a843a,vedúci/vedúca hospodárskeho strediska kanalizácie a ČOV,http://data.europa.eu/esco/occupation/9deee896-be9b-4aac-b55e-ceff1a7a843a,1321.019,Riadiaci pracovník (manažér) vo vodárenstve,,skos:broadMatch
http://data.europa.eu/esco/occupation/56a535ff-189b-45da-97d4-775f78744f83,predavač/predavačka okuliarov a optických pomôcok,http://data.europa.eu/esco/occupation/56a535ff-189b-45da-97d4-775f78744f83,5223.001,Predavač v obchodnej prevádzke,,skos:broadMatch
http://data.europa.eu/esco/occupation/f31f487b-4ce2-40f3-90e8-7d0011b4ef1d,správca/správkyňa softvéru,http://data.europa.eu/esco/occupation/f31f487b-4ce2-40f3-90e8-7d0011b4ef1d,1330.002,Riadiaci pracovník (manažér) prevádzky IT,,skos:broadMatch
http://data.europa.eu/esco/occupation/f0978ec0-ae7d-4c4a-8f80-3fd200edddac,kontrolór/kontrolórka kvality v stavebníctve,http://data.europa.eu/esco/occupation/f0978ec0-ae7d-4c4a-8f80-3fd200edddac,3112.008,Asistent stavebného dozoru,,skos:closeMatch
http://data.europa.eu/esco/occupation/4588cd69-e6a5-4668-94c7-f02a3d86a649,učiteľ/učiteľka digitálnej gramotnosti,http://data.europa.eu/esco/occupation/4588cd69-e6a5-4668-94c7-f02a3d86a649,2356.000,Lektor IT,,skos:broadMatch
http://data.europa.eu/esco/occupation/fd0801c9-809a-4cfd-98ed-6c5860c163f2,administratívny pracovník/administratívna pracovníčka v oblasti investícií,http://data.europa.eu/esco/occupation/fd0801c9-809a-4cfd-98ed-6c5860c163f2,4312.004,Administratívny pracovník v oblasti dôchodkového sporenia,,skos:narrowMatch
http://data.europa.eu/esco/occupation/951b9d94-9bf1-4771-877d-3a26b75d9e53,kameraman/kameramanka v animačnom priemysle,http://data.europa.eu/esco/occupation/951b9d94-9bf1-4771-877d-3a26b75d9e53,2166.005,Animátor (tvorca animácie),,skos:broadMatch
http://data.europa.eu/esco/occupation/fd1c0f5a-f465-4067-af54-621e68c90f74,klobučník/klobučníčka,http://data.europa.eu/esco/occupation/fd1c0f5a-f465-4067-af54-621e68c90f74,7531.003,Klobučník,,skos:exactMatch
http://data.europa.eu/esco/occupation/f97dedb0-da68-4fc3-8bcc-3f4025ccacd3,"špecialista/špecialistka v oblasti dovozu a vývozu usní, koží a kožiarskych výrobkov",http://data.europa.eu/esco/occupation/f97dedb0-da68-4fc3-8bcc-3f4025ccacd3,3331.001,Agent a disponent prepravy,,skos:broadMatch
http://data.europa.eu/esco/occupation/56afc09a-75a0-49c7-a5cb-256df45d8f2d,ekonomický poradca/ekonomická poradkyňa,http://data.europa.eu/esco/occupation/56afc09a-75a0-49c7-a5cb-256df45d8f2d,2631.002,"Ekonomický analytik, prognostik",,skos:broadMatch
http://data.europa.eu/esco/occupation/db3b1cb9-8460-4de0-8fc7-aff7a9a74b7e,dekoratér/dekoratérka porcelán,http://data.europa.eu/esco/occupation/db3b1cb9-8460-4de0-8fc7-aff7a9a74b7e,7316.005,Dekoratér keramiky a porcelánu,,skos:broadMatch
http://data.europa.eu/esco/occupation/9aeefea6-11c3-4479-b703-902ee84787d7,obslužný pracovník/obslužná pracovníčka spracovania mlieka,http://data.europa.eu/esco/occupation/9aeefea6-11c3-4479-b703-902ee84787d7,8160.004,Operátor zariadenia na výrobu mliečnych výrobkov,,skos:broadMatch
http://data.europa.eu/esco/occupation/0181835d-dd00-49e2-9fc4-e1382a65957f,supervízor/supervízorka izolačných prác,http://data.europa.eu/esco/occupation/0181835d-dd00-49e2-9fc4-e1382a65957f,3123.000,Majster v stavebníctve,,skos:broadMatch
http://data.europa.eu/esco/occupation/f00154a5-d27f-429e-b9a4-1d65c672cee7,recepčný/recepčná u veterinára,http://data.europa.eu/esco/occupation/f00154a5-d27f-429e-b9a4-1d65c672cee7,4226.000,Recepčný (okrem hotelového),,skos:broadMatch
http://data.europa.eu/esco/isco/C7114,"Betonári, špecialisti na kladenie betónových povrchov a príbuzní robotníci",http://data.europa.eu/esco/isco/C7114,7114.001,Železiar v stavebníctve,,skos:narrowMatch
http://data.europa.eu/esco/occupation/e1587bbb-2d4e-4726-839a-7f4895c440e7,riaditeľ/riaditeľka vzdelávacieho zariadenia,http://data.europa.eu/esco/occupation/e1587bbb-2d4e-4726-839a-7f4895c440e7,1345.999,Riadiaci pracovník vo výchove a vzdelávaní inde neuvedený,,skos:narrowMatch
http://data.europa.eu/esco/occupation/caf7b8fb-b2d6-46b7-bffa-bea7f8e4aed8,odborný referent/odborná referentka,http://data.europa.eu/esco/occupation/caf7b8fb-b2d6-46b7-bffa-bea7f8e4aed8,2422.006,Špecialista pre územné konanie a stavebný poriadok,,skos:narrowMatch
http://data.europa.eu/esco/occupation/b76178c0-a03a-4793-b079-1e61e636c521,biznis developer/biznis developer,http://data.europa.eu/esco/occupation/b76178c0-a03a-4793-b079-1e61e636c521,2431.003,Špecialista v oblasti reklamy a propagácie,,skos:narrowMatch
http://data.europa.eu/esco/occupation/866c7813-2c03-47d7-9bdc-192cfbace57c,vývojár/vývojárka používateľského rozhrania,http://data.europa.eu/esco/occupation/866c7813-2c03-47d7-9bdc-192cfbace57c,2513.004,Špecialista vývoja používateľských rozhraní,,skos:exactMatch
http://data.europa.eu/esco/occupation/37b15470-3b2d-4ae0-816c-c7c06ed15c99,pracovník/pracovníčka knižnice,http://data.europa.eu/esco/occupation/37b15470-3b2d-4ae0-816c-c7c06ed15c99,4411.000,Knihovník,,skos:exactMatch
http://data.europa.eu/esco/occupation/66527cdc-b7a5-4996-9448-7e327b68d08d,vysokoškolský pedagóg/vysokoškolská pedagogička v umeleckých odboroch,http://data.europa.eu/esco/occupation/66527cdc-b7a5-4996-9448-7e327b68d08d,2310.002,Docent,,skos:broadMatch
http://data.europa.eu/esco/occupation/82dea303-26e1-4bbc-a07c-cff3cac6b50e,vlasový štylista/vlasová štylistka,http://data.europa.eu/esco/occupation/82dea303-26e1-4bbc-a07c-cff3cac6b50e,5141.001,Kaderník,,skos:broadMatch
http://data.europa.eu/esco/occupation/d4d6842b-27f0-4222-85db-c542acf6d434,odborný referent/odborná referentka pre pre ochranu verejného zdravia,http://data.europa.eu/esco/occupation/d4d6842b-27f0-4222-85db-c542acf6d434,2422,Špecialisti v oblasti stratégie a rozvoja,,skos:broadMatch
http://data.europa.eu/esco/occupation/4e8a5d3e-66de-4661-9927-ef3123cc79e9,vysokoškolský pedagóg/vysokoškolská pedagogička v odbore architektúra,http://data.europa.eu/esco/occupation/4e8a5d3e-66de-4661-9927-ef3123cc79e9,2310.001,Profesor,,skos:broadMatch
http://data.europa.eu/esco/occupation/01da600c-ddb3-4a37-95e9-5301b459ae90,operátor/operátorka gravitačného separátora,http://data.europa.eu/esco/occupation/01da600c-ddb3-4a37-95e9-5301b459ae90,8131.001,"Operátor zariadenia v chemickej výrobe (okrem gumy, plastov a farmaceutickej výroby)",,skos:broadMatch
http://data.europa.eu/esco/occupation/4b72d306-9781-434d-8522-1fcaf892cdce,námorný prepravca/námorná prepravkyňa bez vlastnej flotily,http://data.europa.eu/esco/occupation/4b72d306-9781-434d-8522-1fcaf892cdce,3324,Obchodní sprostredkovatelia,,skos:broadMatch
http://data.europa.eu/esco/occupation/9b889f07-c39c-464d-b9d9-b2daa650f9ac,lekár špecialista/lekárka špecialistka,http://data.europa.eu/esco/occupation/9b889f07-c39c-464d-b9d9-b2daa650f9ac,2212.014,Hematológ a transfuziológ,,skos:narrowMatch
http://data.europa.eu/esco/occupation/245be6d1-fe9a-4ac8-9f81-122a687e4724,pomocný pracovník/pomocná pracovníčka v priemyselnej výrobe,http://data.europa.eu/esco/occupation/245be6d1-fe9a-4ac8-9f81-122a687e4724,9329.014,Pomocný pracovník v hutníckej a zlievarenskej výrobe,,skos:narrowMatch
http://data.europa.eu/esco/occupation/fe4a72af-6206-4d86-90c1-b5fb4b5ba2b2,vysielací technik/vysielacia technička,http://data.europa.eu/esco/occupation/fe4a72af-6206-4d86-90c1-b5fb4b5ba2b2,3521.014,Koordinátor vysielacieho pracoviska,,skos:narrowMatch
http://data.europa.eu/esco/occupation/8bc48c43-d976-458a-9e3c-ee784572351d,špecialista návrhár/špecialistka návrhárka priemyselných nástrojov,http://data.europa.eu/esco/occupation/8bc48c43-d976-458a-9e3c-ee784572351d,2144.003,"Strojársky špecialista konštruktér, projektant",,skos:broadMatch
